local_site_name,count
"Mount Rainier National Park, Tahoma Woods",13713
ROCKY FLATS - SE,13663
Port Neches Avenue L,13630
Santa Ynez,13588
Bonne Terre,13582
Rubidoux,13542
Greenville,13540
Sloughhouse,13530
DUNKIRK,13513
Lake Jackson,13434
Santa Barbara,13430
River Rouge,13392
GRAND JUNCTION - PITKIN,13368
Portland - Jefferson High School,13331
San Bernardino,13283
National Seashore,13244
Redlands,13219
Petrified Forest NP - South Entrance,13198
Zion NP - Dalton's Wash,13096
STILWELL,13060
BELLEAYRE MOUNTAIN,13048
GRANTS PASS PARKSIDE SCHOOL,13018
Richard Gebaur-South,12960
Chatfield State Park,12933
LOUDONVILLE,12774
SCHENECTADY,12728
Perris,12723
Chico-Manzanita Ave.,12719
Wind Cave NP - Visitor Center,12651
WHITEFACE BASE,12633
BEULAH NORTH,12610
Hawaii Volcanoes NP - The Observatory,12600
LOSTWOOD NWR,12598
Lynchburg Ferry,12588
EISENHOWER PARK,12541
TRNP-NU,12532
FARGO NW,12506
Southwestern H.S.,12502
COM ED MAINTENANCE BLDG,12470
"Rush Island, Johnson Tall Tower",12463
HANNOVER,12462
Groves,12430
Bishop Tribe EMO,12383
"3425 N FIRST ST, FRESNO",12237
SUSAN WAGNER HS,12220
Banning Airport,12122
Lone Pine Paiute-Shoshone Reservation,12070
Pomona,12022
BISMARCK RESIDENTIAL,11896
SYDNEY,11869
Piney Run,11864
Corpus Christi Hillcrest,11832
Millington,11816
"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",11767
Eagle Pass,11766
CROSS STREETS CAL DEL TECNOLOGICO & CHAPULTEPEC,11754
Santa Rosa Rancheria,11682
"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",11648
Essex,11630
San Antonio Seale,11596
Park Place,11584
ST BONIFACE SCHOOL,11576
Indpls.- E. 16th St.,11538
Jefferson County Airport,11520
QUEENS COLLEGE 2,11508
Corcoran-Patterson,11499
Parlier,11498
El Centro-9th Street,11482
Turlock,11480
HU-Beltsville,11478
Fort Independence Indian Community,11468
Arvin-Bear Mtn,11467
Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,11456
Merced-Coffee,11410
Carrizo Plains,11390
Niland-English Road,11361
ROCHESTER 2,11357
Isla Blanca State Park Road,11342
Fair Hill Natural Resource Management Area,11332
Pilot Point,11322
Edgewood,11284
PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,11242
Costa Mesa,11242
YORK CMS,11186
Flora-Flora Airport,11170
San Luis Obispo,11158
Clovis-Villa,11126
Willows-Colusa Street,11108
PG Equestrian Center,11104
"AT UABC, CORNER OF CALZADA BENITO JUAREZ & AVENIDA NORMAL, MEXICALI",11096
GEORGETOWN CMS,11072
Visalia-Airport,11072
South Bend-Shields Dr.,11044
Nederland 17th Street,10990
Milby Park,10986
Rockville,10968
Aldino,10966
City Service Center / PA,10934
Padonia,10864
PARKLANE,10844
Branch Street,10843
TONAWANDA,10839
Red Hills,10803
Allen Park,10795
SE OF EL CID & PARQUE INDUSTRIAL INTERSECTION,10743
"COBACH, CALLE GUADALAJARA JUST SOUTH OF AVENIDA REVOLUCION, MEXICALI",10739
Boulder,10688
East 7 Mile,10668
L/A Airport,10642
State of Vermont District Court Parking Lot,10634
Pontiac,10625
Augusta Met,10614
416 S. State St. Hwy 1- West Union,10590
TRAILER ON CAMPUS OF INDUSTRIAL TECH HIGH SCHOOL,10521
Galveston 99th Street,10512
Shore Acres,10484
Burbank,10465
Rochester Hills,10434
Italy,10328
Waco Mazanec,10322
Texas City Ball Park,10266
CAMP LOGAN TRAILER,10244
Mechanicsburg- Shenandoah HS/ behind the football field,10234
Galena Park,10196
WEST OF 15TH AVE. N & NORTH LOGAN INTERSECTION,10196
Palm Springs,10190
SEWAGE TREATMENT PLANT,10156
Arnold West,10144
NORTHBROOK WATER PLANT,10142
NORTH OF JOY RD./WEST OF SPINOZA/NEAR DETROIT POLICE HORSE STABLES,10138
El Paso Lower Valley,10136
Anaheim,10134
Public Health,10060
Palisade-Water Treatment,10041
ON STATE SCHOOL #44,10038
Gallia Pike North,10038
JFK,9981
Tuscan Butte (seasonal),9941
NORTH OF CAMPBELL & FRANKLIN INTERSECTION,9934
Mission Viejo,9919
ST. PHILLIPS- St. Phillips road CAAP trailer,9884
Jerseydale,9873
Great Smoky Mountains NP - Clingman's Dome,9846
BOTANICAL GARDEN,9816
CHESTERFIELD,9804
Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,9802
Cool,9781
Santa Clarita,9777
Palo Alto,9768
Millbrook School,9747
Tracy-Airport,9746
Near Road,9734
La Porte Airport C243,9670
BLACK HAWK ELEMENTARY SCHOOL GROUNDS,9626
Bryson City,9621
Dutchtown,9566
Wamsutter,9555
Long Beach (North),9546
Lamar - Port of Entry,9536
Eugene  Wilkes Drive,9515
Lynwood,9511
MILLBROOK,9504
WEST CHANDLER,9496
SOUTH PHOENIX,9496
DURANGO COMPLEX,9496
WEST PHOENIX,9495
WEST 43RD AVENUE,9490
CENTRAL PHOENIX,9488
SOUTH SCOTTSDALE,9488
GLENDALE,9479
CAVE CREEK,9474
HAMMOND CAAP- Hammond- 141st St.,9468
Ft. Wayne- Beacon St.,9448
JARDINE WATER PLANT,9434
BUCKEYE,9424
SANDHILL EXPERIMENTAL STATION,9420
NORTH PHOENIX,9420
DYSART,9398
South Pass,9385
SE OF OLD HUECO TANKS & NORTH LOOP INTERSECTION,9380
FORMERLY 5962 SOUTH LINDBERGH.,9380
Dayville,9368
BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA,9346
Westmorland,9324
PROCTOR MAPLE RESEARCH CTR,9306
"AT THE INSTITUTO TECNOLOGICO DE MEXICALI, MEXICALI, BCN",9294
Fresno-Drummond,9288
Aurora East,9240
Morse Airport - State of Vermont Property,9236
FIA/Lafayette,9210
ROCKY FLATS -NE (X-2),9204
Killeen Skylark Field,9204
SD School for the Deaf,9176
Corsicana Airport,9138
HOUSTON WHARTON,9130
BUTTERFIELD SCHOOL,9109
NORTH FIRESTATION,9076
SE OF HAAN & PLEASONTON STREETS INTERSECTION,9058
TEMPE,9056
CARPENTER,9047
DUNN CENTER,9042
San Diego-12th Ave,9040
PINNACLE PEAK,8992
FOUNTAIN HILLS,8975
MESA,8922
FALCON FIELD,8896
LA GRANDE ASH STREET,8868
James River South,8853
STOCKER STADIUM,8824
HOUSTON REGIONAL OFFICE,8808
Bend Deschutes County Road Department (BRD),8796
ZAMPIERI STATE OFFICE BUILDING,8794
Indpls- Washington Park/  in parking lot next to police station,8774
NORTH OF TOWER RD. & WATERWORKS RD. INTERSECTION,8766
Zuni Hills,8718
BARNWELL CMS,8712
TOP OF CADILLAC MTN (FENCED ENCLOSURE),8705
Tillman,8698
South Carroll,8686
North East Waste (NEW),8665
PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96,8661
PARR,8654
PINNACLE STATE PARK,8646
ROCK ISLAND ARSENAL,8636
POINT REYES IMPROV SITE.,8634
Arroyo Grande CDF,8634
"Rangely, Golf Course",8628
CANNONS LANE,8618
Alsup Elementry School - Commerce City,8613
Larwill- Whitko Career Academy,8578
Hagerstown,8558
CLARA BARTON SCHOOL,8540
420 E. LAUREL ST.,8537
City of Burlington Parking Lot,8522
EASTERN BANK OF MONUMENT CREEK DRAINAGE ON COLORADO COLLEGE CAMPUS.,8502
NIPSCO Schahfer,8493
Edinburg,8476
"MUSCATINE, MUSSER PARK",8468
Moxa Arch,8451
Belding,8438
"CLINTON, CHANCY PARK",8436
"DAVENPORT, JEFFERSON SCH.",8408
"BUFFALO, LW MINING",8408
WEST OF HIGHWAY 85/87 ON THE PINELLO RANCH PROPERTY.,8395
Hanford-Irwin,8394
CHILDREN'S PARK NCore,8367
WATER PLANT WEST,8318
Water Tower,8316
VIKING LAKE STATE PARK,8298
"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",8275
Echo Summit,8268
LOCATED NEAR VISITORS CENTER,8265
White Cloud,8253
LAWTON NORTH,8248
"IOWA CITY, HOOVER SCH.",8244
San Diego - Beardsley Street,8243
Hawthorne,8236
Porterville,8216
GREEN VALLEY  -REPLACES SITE 0007 245 W ESPERANZA,8214
TANGERINE,8214
ROSE ELEMENTARY,8214
22ND & ALVERNON,8198
COACHLINE,8192
US-EPA Laboratory,8188
 FRANCIS SCHOOL East Providence,8187
Johnson County Luisa,8182
AJ,8179
EAST END OF PEDRO MORENO SCHOOL IN ROSARITO,8165
SITE IS LOCATED AT THE CHIPITA PARK ELECTRICAL SUBSTATION.,8159
FAIRGROUNDS,8146
OKC NORTH,8136
TULSA SOUTH,8130
SITE IS LOCATED JUST NORTH OF THE NIXON POWER PLANT.,8095
San Jose - Jackson,8092
Joe Neal,8060
NCORE - Sieben Flats,8040
CarpMet,8036
22ND & CRAYCROFT,8030
Lawrenceville,8024
SE OF TOMAS FERNANDEZ & AVENIDA DE LA INDUSTRIA INTERSECTION,8015
Prineville - Davidson Park,8004
Old Hwy 90,8000
MANNFORD,7994
NORTH TULSA - FIRE STATION#24,7978
Sunrise Acres,7970
DEL NORTE HIGH SCHOOL,7969
FRESHKILLS WEST,7965
Taft NCore,7924
Kapolei,7906
Cheyenne NCore,7876
Grand Teton NP - Science School,7868
Jerome Mack-NCore,7860
Burns - Washington Park (BWS),7851
CHOCTAW,7844
Lewiston,7840
Paul Meyer,7840
Van Buren,7826
"Emma Wood State Beach, Ventura",7825
OPEN FIELD NEAR RESIDENTIAL AREA AT 6000 PULPIT ROCK DRIVE.,7812
Preble NCore,7806
Brownstown- 225 W & 200 N. Water facility,7806
"ON S. EDGE OF UNUSED PARKING LOT, S. OF HWY. 72 (18000 W. HWY. 72)",7792
OKC WEST-(YUKON),7788
Jasper Sport- Jasper Sport Complex,7776
Indpls.- Southport/ United Water Services,7756
Palo Verde,7750
HIGLEY,7748
"Herculaneum, Mott Street",7723
Pacific,7716
Hopedale,7716
CARROLL STREET PARK,7702
Jean,7699
CCRI Liston Campus ROOFTOP,7682
AURARIA - MET STATION,7677
Grangeville,7663
"MUSCATINE, GREENWOOD CEMETARY",7632
Madera-City,7620
TULSA EAST,7613
Manteca,7611
ROCKY FLATS -W,7566
Pinehurst,7533
Lamar Municipal Bldg,7522
Frisco Eubanks,7516
Cesar Chavez,7514
GALVESTON ISLAND,7505
Coeur d'Alene - Lancaster Rd.,7485
CENTER OF PARKING LOT OF PUBLIC WORKS BUILDING 1/4 MI N OF SINCLAIR,7454
TOWER ON HILL NEAR CHIP N SAW MILL,7436
SITE 20/30 CLUB SPECIAL PURPOSE MONITORING NETWORK,7424
TOPPENISH - WARD RD (YAKAMA TRIBE),7409
CHEEKA PEAK,7400
San Luis Obispo-Marsh St.,7395
Womble,7387
Greeley - Weld County Tower,7366
Green Valley,7346
SCHOOLCRAFT COLLEGE,7323
SEATTLE - BEACON HILL,7320
Omak-Colville Tribe,7315
ISWS CLIMATE STATION,7304
LAKE SUGEMA STATE PARK II,7294
MCMILLAN  NCore-PAMS,7276
Arvin-Di Giorgio,7250
SOUTHWEST CABLE TV,7246
Aspen Park,7242
Fresno - Garland,7206
Sandpoint,7192
Austin Northwest,7184
Kearny Villa Rd.,7162
THIS SITE IS HOGAN MOUNTAIN.  IT WAS ESTABLISHED IN 1994.,7160
Muscatine HS - East Campus School Trailer,7150
"CLINTON, RAINBOW PARK",7118
Horn Point,7106
SPOKANE - AUGUSTA AVE,7105
Foley,7044
Chico-East Avenue,7044
Joshua Tree NP - Cottonwood,7034
Pocatello - Garrett and Gould,7026
GR-Monroe,7009
DUDLEY SQUARE ROXBURY,7006
Yellowstone National Park - Old Faithful Snow Lodge,6964
Manchester/Central,6960
La Casa,6956
Lebec,6944
EAST OF FUQUA RD. & HWY 121 INTERSECTION,6926
Bakersfield-Muni,6898
MERCER COUNTY IS A SPMS CAFO SITE ESTABLISHED 1/01/00.,6894
"1270 RANDOLPH, GRAND RAPIDS",6885
North Birmingham,6879
JLG SUPERSITE,6869
Buick NE,6848
MLK  CORNER OF MLK BLVD AND JUSTISON ST,6836
Harlingen Teege,6828
Williams Park,6790
Baytown Garth,6778
BOY'S  CLUB,6758
Forest Park,6754
NW OF BORDER HWY IN ASCARATE PARK,6741
Atlantic Rim Sun Dog,6734
STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL,6733
"Plummer, 2500 S. W- Citizens gas Plummer maintenance faciliy",6716
STATION LOCATED NEAR INTERSECTION OF 6000 SO & 10000 WEST,6677
TEN MILE CREEK DNR OFFICE,6654
Watkins Mill State Park,6651
PARKING LOT OF FIRE STATION NUMBER 10 AT 3730 MEADOWLAND BLVD.,6650
Pico Rivera #2,6614
SOUTH OF CRAWFORD & POLK INTERSECTION,6606
HORICON WILDLIFE AREA,6605
PAUL SMITHS,6603
I-25,6560
Rocky Creek,6550
WATER STREET,6538
PORTSMOUTH - PEIRCE ISLAND,6534
Oceanside-Mission Ave,6525
NICHOLASVILLE,6501
FRANKLIN,6496
FIELD OFFICE ON THE GROUNDS OF THE FORMER STATE PRISON,6478
Hiawatha,6468
MIDDLESBORO,6444
Tranquillity,6430
KENNEWICK - METALINE,6419
"CORNER OF PASEO MORELOS S/N & CALLE RIO LERMA, TECATE, BC, MEXICO",6410
LEBANON AIRPORT ROAD,6401
Jackson NCORE,6398
Southwick,6394
"Blue Ridge, I-70",6392
SW OF BONNARD & WOZENCRAFT INTERSECTION,6388
WASHAKIE,6382
EAST BEND,6374
Wichita Falls,6358
MADISON EAST,6344
Maryland Heights,6342
BOULDER - CU-ATHENS,6340
ENUMCLAW - MUD MTN (Army Corp of Engineers site),6334
LOCATED APPROXIMATELY 1 MILE NORTH OF I-5 AND I-80 FREEWAYS,6320
ASHLAND PRIMARY (FIVCO),6298
Ojo De Agua,6296
NE OF 17TH STREET N & 5TH AVE N INTERSECTION,6287
PEMBROKE HIGHWAY DEPARTMENT,6278
White Swan-Yakama Tribe,6275
GRAYSON LAKE,6271
Deer Valley,6268
Rockwell,6252
Anoka County Airport,6242
ELIZA-NR,6230
Tracy-Holden farm,6212
VANCOUVER - BLAIRMONT DR,6210
Dinosaur NM - West Entrance Housing,6198
MOOSEHILL SCHOOL,6191
HAZARD,6184
St. Joseph Pump Station,6162
 Davidsonville,6124
Temple Georgia,6122
Sherwood Island Connector,6120
Criscuolo Park-New Haven,6098
Trimble,6090
Amarillo 24th Avenue,6090
Wenatchee-Fifth St,6078
OWENSBORO PRIMARY,6049
METEOROLOGICAL SITE,6032
Candor: EPA CASTNet Site,6029
MILLER STATE PARK,6017
Shenipsit State Forest,6006
(Northeast corner),6000
Huntley Place-Hartford,5996
UPWIND SDI,5993
Salem - Turner at Cascade School (CJH),5991
Newark Firehouse,5986
Jacinto Port,5974
TACOMA - TOWER DR,5970
(Southwest side),5962
Sacramento-Goldenland Ct.,5938
Greenwich Point Park,5936
Houston North Wayside,5924
San Antonio Interstate 35,5912
JAMESTOWN,5889
Houston Southwest Freeway,5858
STERLING STATE PARK,5832
Howard County Near Road,5828
Torres Martinez Administration Site,5820
SW OF PILGRIM & PANDA INTERSECTION,5816
MUSKOGEE WATER TREATMENT PLANT,5812
McAuliffe Park,5812
Cherry Grove,5804
4102 Woolworth Ave. on Healthcenter Warehouse,5786
Dallas LBJ Freeway,5768
HAZEN DRIVE,5763
HOUSTON ELLINGTON CAMS 51 ELLINGTON FIELD HOUSTON NEAR BLDG. 1151,5744
COLORADO SPRINGS - HIGHWAY 24,5719
NW OF COLORADO & W. CESAR CHAVEZ STREETS INTERSECTION,5692
Moscow,5689
Route 9 Delaware City,5687
Austin North Interstate 35,5668
DEVILS LAKE PARK,5664
Arkadelphia/Near Road,5640
McDonald Observatory,5632
Seattle-10th & Weller,5629
Mohawk Mt-Cornwall,5616
NR-GA Tech,5598
BLOODWORTH,5596
Brunswick,5594
Savannah-E. President,5592
United Avenue,5584
Savannah-L&A,5582
GOLDSBY,5576
Rocklin,5573
Augusta,5569
Wadsworth Air  and Meteorological Monitoring Site,5566
Columbus-Crime Lab,5564
Meadow and Bank Streets,5556
Douglasville,5556
Evans,5540
"Lewes SPM SITE, NEAR UD ACID RAIN/MERCURY COLLECTORS",5522
Hillcrest Middle School,5518
EAU CLAIRE - DOT SIGN SHOP,5514
GLOVER SOUTH - TINDELL RESIDENCE,5502
Dawsonville,5476
COM ED TRAINING CENTER,5472
Fort Mountain,5472
Macon-Forestry,5465
South DeKalb,5462
GREENWOOD,5448
Hammonasset State Park,5438
Blythe-445 W Murphy Street,5400
WAUKESHA - CLEVELAND AVE,5380
Campbell County,5371
"Herculaneum, Main Street",5358
CENTRAL JR HIGH,5354
Meridian - St. Luke's,5350
Indpls.- I 70,5350
Battlement Mesa,5349
Sequoia NP-Lookout Point Ranger Station,5342
Marion Sch.,5330
PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS,5320
Remount,5316
Donovan,5313
Conyers,5312
"Rider Trail, I-70",5278
SCOTT COUNTY PARK,5262
MILWAUKEE - COLLEGE AVE. NR,5252
Seaford Shipley State Service Center,5248
"ADA COUNTY FAIRGROUNDS, ACROSS INTERSECTION OF ALWORTH AND LORIMAR",5214
Bayview Ferry,5178
PFIZER LAB SITE,5172
WAVERLY AIRPORT SITE,5162
NCORE,5156
MINE CREEK,5154
Branson,5134
Walter Johnson,5132
RHINELANDER TOWER,5114
Fort Worth California Parkway North,5094
Hermiston - Municipal Airport (HMA),5093
Grier School,5031
Mira Loma (Van Buren),5027
Newberry School,5021
Mendenhall School,5001
Williston,5000
Dillard School,4990
Western Conn State Univ,4984
West Yellowstone Park Ent #2,4966
Arroyo Grande-Ralcoa,4962
GRAFTON STATE PARK,4946
William Owen School,4933
Houston North Loop,4920
Rancho & Teddy,4920
Hayes School,4920
Atascadero,4912
SLATER CITY HALL,4912
Reno3,4906
Globeville,4900
Lang,4878
JOHN WOOD COMMUNITY COLLEGE,4848
Houston Monroe,4844
"IPL- Ratts station (Hoosier Energy,past owner)/ Arda Lane",4840
AES/IPL- Eagle Valley/Centerton,4838
HOPKINSVILLE,4814
Oakville,4804
NORTH BEND - NORTH BEND WAY,4798
Edinburg East Freddy Gonzalez Drive,4786
HARRINGTON BEACH PARK,4784
Lenoir Co. Comm. Coll.,4752
Table Mountain Air Monitoring Site,4742
White Mountain Research Center - Owens Valley Lab,4741
Eliza Downwind,4740
JD Smith,4728
SITE IS LOCATED IN A FIELD JUST SW OF INTERSTATE 25,4721
NORTH OF EASTERDAY AVE LK SUPERIOR STATE UNIV,4691
Compton,4690
"Valley Site, Labadie",4664
Near Road I-35/I-94,4660
Union County #1 Jensen,4660
Coloma,4656
NE OF N. PECAN ST. & E. WEATHERFORD ST. INTERSECTION,4640
PECK,4637
Baltimore County Near Road,4614
Thirty-Third,4612
Ridgecrest-Ward,4600
GT Craig NCore,4592
Spring Creek,4579
Atlantic Rim Meteorological Station,4568
CHIWAUKEE PRAIRIE STATELINE,4559
St. Marks Wildlife Refuge,4554
Memphis NCORE site,4554
"MASON CITY, HOLCIM",4503
Lubbock-PM25,4500
Dripping Springs School,4500
POTAWATOMI,4488
CAYCE CMS,4484
Sacramento-Bercut Drive,4476
MILWAUKEE - SER DNR HDQRS,4470
GLEN BURNIE,4400
Ferndale-Mountain View Rd,4379
ST. JOSEPH LEVEE - SO2 9-01-94.,4376
WEST OLIVE,4358
BAD RIVER TRIBAL SCHOOL - ODANAH,4354
WICHITA HD,4338
BUCKNER,4336
Oso Flaco Site,4330
PRIMARY PARTICULATE AND METEOROLOGICAL MONITORING SITE,4317
Greenville ESC,4306
Pt. Arguello,4292
Cabazon Resource Recovery Park Station,4272
Texarkana New Boston,4264
PSI/ Duke Energy  Gibson Network- Gibson Tower,4260
Diablo,4252
Fresno-Foundry,4252
Santa Barbara-W. Carrillo St.,4244
Casino Center,4239
GRAVEL ROAD IN LAKE AQUABI STATE PARK,4207
Fellows Lake,4204
"PIERCE RD, SOUTH 250 FT., 2 LANE PAVED",4201
Boulder Reservoir,4197
Indpls- Harding St.,4174
Tallahassee Community College,4156
Lizard Tail,4110
North Beach,4110
Keeler,4110
Coso Gate,4110
CETL - Cape Elizabeth Two Lights (State Park),4105
Mono Shore,4104
Mammoth,4102
Michigan City- W. Michigan Blvd./  NIPSCO Gas Station,4099
PCI MET1,4093
El Toro,4070
AT TYLER AIRPORT,4060
"Sheldahl, Southern Crossroads",4060
Mill Site,4035
El Cajon - Lexington Elementary School,4012
"MULTORPOR-Ski Bowl, Mt. Hood Wilderness",3998
LAX Hastings,3998
SLCI PM25 SITE LOCATED AT 2ND & MOUND STREET.,3990
Salmon - Charles St.,3988
Lubbock 12th Street,3986
Anaheim Near-Road,3978
Tacoma-S 36th St,3976
M7M Site #3 West Entrance,3964
ACADIA NATIONAL PARK RANGER STATION;SITE MOVED JANUARY 1998,3947
