local_site_name,count
Alsup Elementry School - Commerce City,2911
Savannah-E. President,2892
Dutchtown,2886
Evansville- Buena Vista,2879
Fairgrounds,2878
Hawaii Volcanoes NP - Kilauea Visitors Center,2878
Voyageurs NP - Sullivan Bay,2877
Board Of Ed. Bldg.,2844
Chico-East Avenue,2840
NCORE - Sieben Flats,2840
Kenner,2840
TONTO NM,2835
GRAND JUNCTION - POWELL BLDG,2804
San Jose - 4th St.,2802
SAGUARO PARK,2798
West Orange,2778
NCORE,2773
HAINS POINT PM-2.5 AND IMPROVE SITE ON ROOF OF PARK POLICE BLDG.,2773
City Service Center / PA,2768
Ellyson Industrial Park,2762
Klamath Falls - Peterson School,2762
Galena Park,2760
"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",2753
NIAGARA FALLS,2752
Ben Franklin School,2742
Piney Run,2735
WAUKESHA - CLEVELAND AVE,2730
YAKIMA - 4TH AVE,2728
BEULAH NORTH,2726
Humboldt Avenue,2713
LAT/LON=POINT SW CORNER OF TRAILER,2711
Odessa-Hays Elementary School,2708
Rockwell,2706
Corpus Christi Hillcrest,2705
Shore Acres,2697
Redwood NP,2695
Preble NCore,2663
FT MEADE LAT/LONG POINT IS OF THE SAMPLING INLET,2663
Bonne Terre,2662
TOP OF CADILLAC MTN (FENCED ENCLOSURE),2656
PORTSMOUTH - PEIRCE ISLAND,2654
Joshua Tree NP - Black Rock,2653
Point Reyes NS Ranger Station,2653
Lynchburg Ferry,2652
Craters of the Moon NM & PRES - Visitor Center,2652
Jarbidge Wilderness,2644
NORTH OF EASTERDAY AVE LK SUPERIOR STATE UNIV,2634
Guadalupe Mountain NP - Federal Aviation Administration,2629
Fremont - Chapel Way,2623
GREEN BAY EAST HIGH,2623
COMMUNITY HEALTH SERVICES (CHS),2620
Greenville,2609
Convention Center,2607
CANNONS LANE,2598
Crater Lake,2597
NEAR HILLTOP WATERTOWER,2592
Conroe Relocated,2590
LA GRANDE ASH STREET,2588
Newark Firehouse,2578
Hickory Water Tower,2573
PDO - Portland Deering Oaks,2572
Rossville,2566
"MOMS, ADEM",2559
STATE OFFICE BUILDING,2538
Roxborough (ROX),2537
WEST 43RD AVENUE,2503
Arnold West,2501
Ft. Wayne- Beacon St.,2498
GILSON ROAD,2498
CEDAR BLUFF,2496
Sequoia NP-Ash Mountain,2482
Pascagoula,2480
Port Huron,2479
"1277 PUTNEY ROAD, RTE 5 IN AGWAY  PARKING LOT",2475
Maple Canyon,2467
Bliss SP,2466
SIPSEY (closed 11-01-2007),2451
Frying Pan Mountain,2450
DIVISION STREET,2449
WISHRAM - HWY 14,2438
Lawrence Co ozone monitor,2438
Carter G. Woodson Middle School,2426
RIFLE - HENRY BLDG,2412
FRESHKILLS WEST,2402
Austin Audubon Society,2392
"CAMP DODGE, GREENS GRANT",2383
Southwick,2374
La Casa,2370
BATES HOUSE,2368
Galveston 99th Street,2367
PHENIX CITY,2366
El Dorado Springs,2365
Redwood City,2353
Keeler,2344
Dawsonville,2341
Flag Plaza,2341
"CRUZ BAY, ST JOHN U.S. VIRGIN ISLANDS",2339
CITY HALL,2339
WEST PHOENIX,2339
Edinburg,2335
Gateway Regional Medical Center,2324
ON AMTRAK RIGHT OF WAY - NEAR AIRPORT HI SPEED LINE (ELECTRIFIED),2317
Saint Paul Park Refinery 438,2316
NORTHWEST,2310
Memphis NCORE site,2308
Daniela Banu NCORE,2283
Thunder Basin,2283
IEPA-RAPS TRAILER,2277
Michigan Street,2273
Libby Courthouse Annex,2267
Headstart,2263
Kibby,2234
El Cajon - Lexington Elementary School,2231
Welby,2228
Rome,2228
River Rouge,2225
Fort Mountain,2215
Jefferson County Airport,2214
Lexington water tower,2187
NOAA,2185
"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",2166
Zion NP - Dalton's Wash,2165
Ajax Mountain,2163
Ramsey Health Center,2161
TACOMA - ALEXANDER AVE,2161
Indio,2161
Loudon Pope site,2157
RAPS,2154
WOOD PLATFORM,2145
"AT UABC, CORNER OF CALZADA BENITO JUAREZ & AVENIDA NORMAL, MEXICALI",2140
Tucker-Idlewood Road,2140
Hendersonville Ozone Site at Old Hickory Dam,2138
"MULTORPOR-Ski Bowl, Mt. Hood Wilderness",2136
HOLTSVILLE,2135
NORTHWEST NAZARENE COLLEGE SAMPLER ON ARTS BUILDING IN SUB. SETTING,2128
PLATFORM IN FIELD BEHIND DELAWARE FED. CREDIT UNION BLDG,2123
TRNP-NU,2123
Rider University,2123
Linville Falls,2110
Natural Bridge Ranger Station,2103
VERITY,2074
Arvin-Bear Mtn,2073
Death Valley NP - Park Village,2064
Nederland 17th Street,2058
NE OF 17TH STREET N & 5TH AVE N INTERSECTION,2053
Corcoran-Patterson,2052
Medford - Grant & Belmont Sts. (MGB),2051
Milby Park,2047
Hoover Wilderness,2046
St. Louis Park City Hall,2044
NORTH OF CAMPBELL & FRANKLIN INTERSECTION,2042
Rumford Avenue Parking Lot (RAP),2037
BOSTON LONG ISLAND,2030
Saguaro National Park - West,2030
EAGLE MOUNTAIN,2029
Yuba City,2021
Miami Fire Station,2017
Brookpark,2013
Flint Hills Refinery 442,2012
San Rafael,2003
Pearl City,2000
Jefferson- Walnut St/ Jefferson PFAU,1992
HAZARD,1983
BOY'S  CLUB,1977
Lebec,1969
CHARLESTON PUBLIC WORKS,1964
Bethel Island,1959
Jackson NCORE,1956
COUNTRY KITCHEN BAKERY PARKING LOT,1956
Lums Pond,1952
Near Road,1949
CHASE (COVINGTON),1948
STILWELL,1941
KALAMAZOO FAIRGROUNDS,1940
Lava Beds National Monument,1936
TAYLORS,1934
Blackstone,1934
IVA,1928
Hammond- Purdue/ Powers Bldg. Purdue University,1927
Sunrise Acres,1915
Oakland West,1913
Holland,1898
SITE MOVED FROM EAST CHICAGO FIELD SCHOOL,1891
Aqua Tibia Wilderness,1889
Mazatzal Wilderness - Ike's Backbone,1889
Mount Baldy,1889
San Rafael Wilderness,1889
Kaiser Wilderness,1889
"DEAN ROAD DEAD-ENDS AT SITE, 200 FT WEST",1879
San Bernardino,1877
MSLA Health Dept,1875
Ross Avenue,1872
___________NO INFORMATION AT THIS TIME,1848
Mendenhall School,1847
Lafayette- Greenbush St./ Cinergy Substation,1846
Thousand Oaks,1831
"ST JOHNS ROAD QUAKER CITY, OH",1831
PS 274,1823
CAMP LOGAN TRAILER,1822
San Diego - Beardsley Street,1821
MADISON EAST,1819
Kingsport PM 2.5 monitor,1815
Evansville CAAP,1810
MANITOWOC - WDLND DUNES,1809
Great River Bluffs,1807
New Albany- Green Valley Elem. Sch.,1807
SITE LOCATED OFF PARKING LOT 2.,1805
Trinity,1801
Seattle-10th & Weller,1800
Napa,1798
A420450109LAT/LON POINT IS OF CORNER OF TRAILER,1794
"1 HERRING CREEK RD, AQUINNAH (WAMPANOAG TRIBAL SITE)",1793
GARDEN/TRINITY CHRISTIAN CHURCH,1793
Manchester/Central,1789
Meadow and Bank Streets,1781
COOK COUNTY TRAILER,1779
TROY,1774
PEARL ST MUNICIPAL PARKING LOT,1773
"Lakeview, CENTER & M ST.  (LCM)",1770
HELENA,1770
Richfield Intermediate School,1765
William Owen School,1762
Clarksville,1761
HOOK FIELD AIRPORT,1761
Lenoir Co. Comm. Coll.,1760
BROOKSIDE TERRACE,1758
WATER PLANT,1754
Palm Springs,1747
TVA SUBSTATION,1742
CARROLL STREET PARK,1741
Greenville ESC,1740
Mira Loma (Van Buren),1735
ORGAN PIPE NM,1730
Tarrant Elementary School,1729
CHEEKA PEAK,1725
CHICKASAW,1717
Point Road,1714
EAST SYRACUSE,1703
South Bend-Shields Dr.,1694
San Antonio Seale,1694
Portola-161 Nevada Street,1691
OWENSBORO PRIMARY,1682
HARRINGTON BEACH PARK,1682
A420910013LAT/LON POINT IS OF CORNER OF TRAILER,1680
Hamshire,1673
Northeast Police,1672
San Pablo,1672
Aurora Hills Visitors Center,1668
RIVER TERRACE,1664
East Chicago-Marina,1654
A420170012LAT/LONG POINT IS OF SAMPLING INLET,1654
SAMPLERS ARE ON THE ROOF ON THE WEST SIDE OF THE SCHOOL,1652
White Mountain Research Center - Owens Valley Lab,1649
Isla Blanca State Park Road,1642
BLUE HILL OBSERVATORY,1638
ANDERSON SPRINGS,1637
GLENBROOK,1636
POTAWATOMI,1630
North Pole Fire Station #3,1618
El Centro-9th Street,1618
TUPELO AIRPORT NEAR OLD NWS OFFICE,1612
Pasadena,1610
(Northeast corner),1605
DOUGLAS RED CROSS,1600
PS 59,1598
Portola,1598
Johnson County Luisa,1596
East Health,1596
Hillsboro - Hare Field,1595
Jacinto Port,1585
Route 9 Delaware City,1578
Socorro Hueco,1578
Santa Rosa - 5th St,1575
Sierra Ancha,1574
COM ED TRAINING CENTER,1571
Donovan,1563
Indpls- W. 18th St./ Ernie Pyle School 90,1560
CANAL STREET,1558
LIBRARY (DAYTON PUBLIC,1558
EISENHOWER PARK,1550
EAST END OF PEDRO MORENO SCHOOL IN ROSARITO,1546
Union County #1 Jensen,1542
PAWNEE & GLENN,1542
CHIWAUKEE PRAIRIE STATELINE,1535
Whiting- Whiting HS,1533
Laurel,1533
Victorville-Park Avenue,1528
Carbondale Rocky Mountain School (Boathouse),1526
WASHINGTON HS,1524
Reseda,1522
KENDUSKEAG PUMP STATION (BUILDING ROOF),1516
Coconut Creek,1511
MARK TWAIN MIDDLE SCHOOL,1509
West corner,1509
Blue Mounds,1505
Sinclair,1501
DEVILS LAKE PARK,1499
MILWAUKEE UWM-NORTH,1499
Truckee-Fire Station,1489
Old Hwy 90,1481
GREENVILLE HEALTH DEPT,1477
Indpls.- I 70,1477
Virginia City Hall,1474
Haleakala National Park,1471
WHALEY PK 3610 IOWA (FLINT),1466
Pinehurst,1465
NEWKIRK IMPROVE,1464
Otay Mesa,1464
Sanford (Seminole Community College),1463
ODOT Ironton,1462
MINGO_JCT.,1461
BOSTON KENMORE SQ,1457
SE CORNER OF P.O. PARKING LOT AND SW CORNER OF NEIGHBORING BUILDING,1455
Cherry Grove,1454
MARYSVILLE - 7TH AVE (Marysville Junior High),1452
USMC Reserve Center (Gandy),1450
"CLINTON, RAINBOW PARK",1449
TERRE HAUTE CAAP/ McLean High School,1429
ST. LOUIS - MIDWEST SUPERSITE,1428
Port Arthur Memorial School,1425
Lebec-Peace Valley/Frazier Park Roads,1423
Harvard Yards,1422
"DECATUR, Alabama",1418
McAdory,1416
Bakersfield-Muni,1412
Colusa-Sunrise Blvd,1412
Yellow Freight,1409
Warner Robins,1406
SW WASTE TREATMENT PLANT,1405
El Cajon - Floyd Smith Dr.,1396
U of M - Duluth,1395
MSLA Boyd Park,1394
IRMO,1393
Valdosta,1391
Kooker Park,1390
LIBERTY ST PARKING LOT,1389
MORRISANIA,1388
Gainesville,1386
Baptist Childrens' Home,1383
Troost,1381
LOUDONVILLE,1380
PIKEVILLE PRIMARY,1378
Oakridge - (OAK),1377
"STENNIS, MS",1374
Salinas 3,1371
UTM COORDINATES = PROBE LOCATION ON ROOF OF TRAILER,1370
New Orleans / City Park,1368
AMHERST,1363
Lompoc H Street,1358
Atascadero (original site),1355
Los Flores Canyon #1,1350
JENKINS AVE. FIRE STATION,1349
CENTRAL PHOENIX,1349
FAA Tower,1347
State St-New Haven,1344
Western Conn State Univ,1342
Eugene - Hwy 99 (E99),1341
East HS,1341
Port Allen,1340
TRENTON,1339
Sloss Shuttlesworth,1338
Honolulu,1338
Grenada,1335
Indpls- Harding St.,1329
BLOODWORTH,1328
Hattiesburg,1328
UTM COORDINATES = PROBE LOCATION,1328
Penobscot,1323
Alabama Ave. Station,1320
VANCOUVER - 4TH PL BLVD E,1319
Elkhart- Prairie St.,1318
22ND & CRAYCROFT,1317
SIU DENTAL CLINIC,1317
Paterson,1310
SIMON STREET,1309
"CLINTON, CHANCY PARK",1308
ON ROOF OF HEALTH DEPARTMENT,1308
GUTHRIE CLINIC PM 2.5,1290
F. S. NO. 22,1287
Flint Hills Refinery 443,1286
Highland View Elementary School,1284
OKC WEST-(YUKON),1280
Mission Viejo,1279
North Provo,1277
HENDERSON CENTER/MARSHALL UNIVERSITY - MOVED FROM WATER CO. 5/98,1277
Marrero,1276
IS 45,1276
Aldino,1274
PADUCAH MIDDLE SCHOOL,1270
WATER STREET,1263
South Fayette,1258
Hopedale,1256
A420990301LAT/LON POINT IS AT CORNER OF TRAILER,1254
Leeds,1253
Meraux,1251
CINCINNATI,1250
ROSE PARK,1247
FIRESTATION,1245
"Emma Wood State Beach, Ventura",1244
Chatfield State Park,1241
Padonia,1239
RIVERSIDE,1238
Ogden,1237
NOGALES POST OFFICE,1237
LOGAN #4,1232
"INDIAN HILLS JR HIGH, CLIVE IA, FRM R&P SEQ. SAMPLER (1),ROOF",1231
Haleakala Crater,1231
Canton,1231
Modesto-Courthouse,1230
BASKETT,1224
HANNOVER,1222
Loudon Middle School ozone monitor,1221
Clarksville PM 2.5 monitor,1221
Watson Lane,1217
"MUSCATINE, MUSSER PARK",1215
VAFB South Base,1210
ELIZABETHTOWN,1210
"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",1194
St. Joseph Pump Station,1188
El Capitan,1186
Lancaster DW,1181
Jackson FS19,1180
Winkler Pump Station,1179
CONSENTINO SCHOOL.,1178
Shirley Plantation,1177
Lower Price Hill,1176
Santa Maria,1176
Breton Island,1172
CHARLESTON BAPTIST TEMPLE/SITE MOVED FROM OAQ AND FIRE STATION,1172
Pasadena North,1170
Jersey City Firehouse,1170
Redding - Health Department,1165
Gallia Pike North,1164
RURAL ZONE; NEAR AGRICULTURAL AND INDUSTRIAL/PHARMACEUTICAL AREA,1163
SPOKANE - FERRY ST,1163
Riggins School,1162
RBD,1156
Back Road,1154
Mammoth,1152
Piru - Pacific,1152
Cesar Chavez,1152
Bryson City,1150
PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS,1150
JD Smith,1146
UTE 3,1144
Sunny Acres,1143
Jean,1143
Goleta,1142
Gallia Pike South,1141
East Liverpool WTP,1141
LATOURETTE GOLF COURSE,1140
Roosevelt School-Bridgeport,1139
MINE CREEK,1139
ROCKY FLATS-N,1138
PECK,1137
6ZM Desert View,1137
Odessa Gonzales,1137
Seaford Shipley State Service Center,1133
Mille Lacs Band,1129
Oakland,1127
Quincy-N Church Street,1123
Minneapolis Fire Station 2,1123
Near Road I-35/I-94,1122
UTE 1,1120
Richmond - 7th St.,1120
Lompoc HSP,1117
ROSSITER PUMP HOUSE,1116
ON TOP OF ELEMENTARY SCHOOL,1116
Calaveras Lake,1115
SOUTH VALLEY,1115
DUNN CENTER,1114
Grass Valley-Litton Building,1112
Indpls-  School 21/ Florence Fay School 21,1110
FIELD OFFICE ON THE GROUNDS OF THE FORMER STATE PRISON,1110
Waveland,1110
Neale Elementary School,1106
Spanish Fork,1106
Sheridan - Police Sta. SLAM Site,1105
WEST OF 15TH AVE. N & NORTH LOGAN INTERSECTION,1105
Gary- Madison St./ Gary Water/ IN American Water Co.,1104
"SITE IS LOCATED ON PLATFORM AT REAR OF TENNIS COURTS, KEREIAKES PARK",1104
Westlake,1104
PEMBROKE HIGHWAY DEPARTMENT,1102
Oak Park,1101
Ladue,1099
MILLHOPPER,1095
San Diego-12th Ave,1094
Garyville,1094
Rule High School (relo),1092
Austin North Hills Drive,1092
Boulder Lake,1092
MTA FIRE TRAINING ACADEMY,1086
MESA,1080
Lakeport-Lakeport Blvd.,1078
SUSAN WAGNER HS,1076
Bee Ridge Park,1075
WORCESTER SUMMER STREET,1073
La Grande Hall and N St. (LHN),1072
Santa Barbara,1071
Holman Field,1069
CROSSETT,1068
Terre Haute-Fort Harrison Rd.,1068
Crockett - Kendall Ave,1068
Forest Park,1068
Mercedes,1068
Flint Hills Refinery 441,1067
NE OF AVE. DE LA INDUSTRIA & TOMAS FERNANDEZ INTERSECTION,1064
NORTH END SITE CENTRAL ARTERY,1063
DALTON,1062
New Haven,1061
Senior Center Air Monitoring Station,1056
Dallas Redbird Airport Executive,1056
MUSCATINE HS - East Campus School Roof,1055
LAKE FOREST PARK TOWNE CENTER,1055
West Alton,1050
San Ramon,1049
PG Equestrian Center,1048
LAT/LONG POINT IS OF SAMPLING INLET.................................,1047
Edgewood,1047
Avalon,1045
Washington Career,1045
Fairfield,1044
San Antonio Northwest,1039
Bakersfield-Chester Ave.,1037
MIDDLESBORO,1034
F.S. NO. 11,1033
NORTH PHOENIX,1032
Martinez - Jones St.,1032
Phillips 66 Wood River Refinery,1032
GLENDALE,1031
Indpls.- E. 16th St.,1030
CITY OFFICE BUILDING,1030
UTM COORDINATES = INLET PROBE LOCATION ON ROOF OF TRAILER,1029
Portsmouth WTP,1027
Waseca Road,1021
SOMERSET,1021
San Andreas-Gold Strike Road,1021
Trona - Athol/Telescope #2,1019
Long Beach (South),1019
GLEN BURNIE,1018
Hernando,1018
WESTFIELD,1017
Erie,1013
Hahnville,1013
Barstow,1013
BAD RIVER TRIBAL SCHOOL - ODANAH,1012
"COUNCIL BLUFFS, FRANKLIN SCH.",1012
"OLD DOVER HIGHWAY CADIZ,KY",1009
Luray Caverns Airport,1008
MTSP,1007
QUAPAW SHELTER,1005
Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park),1004
Oildale,1003
TAHLEQUAH SHELTER,1000
"1270 RANDOLPH, GRAND RAPIDS",999
WASH & SKINNER,999
Hoover,998
Houston Croquet,995
Calvert City Elementary,991
Rockville,991
Corpus Christi West,991
FIRESTATION #1,985
"Augusta, LINCOLN STREET ELEMENTARY SCHOOL (ALSS)",984
Mojave,984
Monroe / Airport,983
Cheyenne SLAMS site,981
Taft-College,980
Beaumont Mary,980
Lancaster-Division Street,980
Fair Hill Natural Resource Management Area,978
TEMPE,977
Pittsburg - W 10th St.,975
Albany,975
FALL RIVER,974
Harrisville,972
Turlock,971
SOUTH BEND CAAP,971
"Medford, Welch and Jackson.",971
CHEROKEE HEIGHTS,970
Coso Junction,970
"IOWA CITY, HOOVER SCH.",969
East Vinton Elementary School,968
"FAIRHOPE, Alabama",960
LONG CREEK,958
RICHMOND POST OFFICE,956
DELRAY BEACH,953
Brigham City,952
DAYTONA BLIND SERVICES,952
Shenipsit State Forest,952
Corner,952
SAUVIE ISLAND-SIS,951
VILLAGE GARAGE,951
ROOF OF WILBUR WRIGHT SCHOOL,949
SOUTH SCOTTSDALE,948
POWER LINE ROAD,947
CHANUTE,946
SOUTH OF NEFF & NAVIGATION INTERSECTION,944
A420770004LAT/LONG POINT IS OF SAMPLING INLET,943
Kona,942
JACKSON PURCHASE (PADUCAH PRIMARY),939
Pocatello - Garrett and Gould,938
Southerly WWTP,937
Ft. Cronkhite,936
A420791101LAT/LON POINT IS AT CORNER OF TRAILER,935
Richard Gebaur-South,933
DURANGO COMPLEX,931
BUTTE,930
PHENIX CITY - SOUTH GIRARD SCHOOL,929
NORTHERN KENTUCKY UNIVERSITY (NKU),928
