local_site_name,count
Sanford (Seminole Community College),11515
Chiricahua NM - Entrance Station,11512
Dr. Von Mizell-Eula Johnson State Park (prev. John U Lloyd State Park),11505
Penn State,11504
Cocoa Beach,11502
TULSA SOUTH,11497
SOUTH SCOTTSDALE,11492
Houston Croquet,11491
Redlands,11483
Shenandoah NP - Big Meadows,11479
Corpus Christi Tuloso,11472
Yuba City,11466
WICHITA HD,11464
Carpinteria,11463
Welby,11462
San Antonio Northwest,11459
West Los Angeles,11455
MOORE WATER TOWER,11450
USMC Reserve Center (Gandy),11448
Phelan-Beekley Road & Phelan Road,11446
Great Smoky Mountains NP - Cove Mountain,11444
Oxford,11439
WHITE PLAINS,11435
Coweeta,11429
MARION,11417
Millville,11406
West Orange,11398
Ashland,11392
Fresno-Sky Park,11392
Centennial,11392
Longview,11388
Indio,11386
Perdue,11385
Northwest Harris County,11381
Gothic,11363
Pasadena,11355
Austin North Hills Drive,11355
Sumatra,11352
Sacramento-Del Paso Manor,11347
El Paso UTEP,11346
Perris,11333
Salamonie Reservoir,11330
Fresno-Drummond,11327
Edgar Evans,11316
Wash. Crossing,11313
Barstow,11312
Port Arthur West,11307
Sand Mountain,11306
Rosenstiel,11297
Cranberry,11292
Pompano Highlands,11287
Alhambra,11274
Laurel Hill,11270
Davis-UCD Campus,11270
Harrison,11270
Houston Aldine,11267
Deer Creek,11255
Unionville,11255
North East Airport (NEA),11248
FIRESTATION,11239
Perkinstown,11235
Foothills,11224
M.K. Goddard,11215
Dallas Hinton,11214
LARSEN JUNIOR HIGH,11202
Georgia Station,11202
Kane Exp. Forest,11195
Bayonne,11194
North Highlands-Blackfoot,11173
Ann Arbor,11156
PINNACLE PEAK,11138
Caddo Valley,11137
Clovis-Villa,11136
Pinedale,11133
Speedwell,11132
MILLBROOK,11130
Connecticut Hill,11130
Coffeeville,11125
PISECO LAKE,11124
MAPLE ELEMENTARY SCHOOL,11121
Sand Island,11083
Essex,11080
WESTOVER AFB,11072
WHITEFACE BASE,11053
Beltsville,11033
Yosemite NP - Turtleback Dome,11032
Big Bend NP - K-Bar Ranch Road,11029
Prince Edward,11015
CARY GROVE HS,11010
Maricopa,11007
Thousand Oaks,11001
STILLWATER,10994
PARKLANE,10975
Candor,10972
MTSP,10960
Victoria,10943
Holiday,10928
Lake Elsinore,10899
Capitol,10866
DAYTONA BLIND SERVICES,10834
Merced-Coffee,10817
Sikes Elementary School,10812
TRENTON,10802
Jackson-Clinton Road,10801
French Settlement,10793
Baptist Childrens' Home,10784
Winegard Elementary School,10769
DEER,10743
Frisco,10739
Vinton,10736
Sonora-Barretta Street,10726
Reno3,10723
El Paso Chamizal,10716
ROCKY FLATS-N,10695
HANNOVER,10680
WHITEFACE SUMMIT,10665
HIGHLAND RESERVOIR,10651
Anoka County Airport,10650
EAST SYRACUSE,10645
Paso Robles,10644
Dutchtown,10640
Los Gatos,10610
Placerville-Gold Nugget Way,10604
Nojoqui,10597
El Capitan,10591
Houston East,10589
Horton Station,10551
Ancora State Hospital,10545
Turlock,10535
Roseville-N Sunrise Ave,10532
CAPE ROMAIN,10528
Canyonlands NP - Island in the Sky,10525
OKC CENTRAL-OSDH,10487
MORTON ARBORETUM,10482
PEORIA HEIGHTS HS,10453
Bayou Plaquemine,10424
NORTHBROOK WATER PLANT,10397
Elk Grove-Bruceville,10380
El Centro-9th Street,10369
WELCH,10349
Lawrenceville,10325
Great Basin NP - Maintenance Yard,10321
VAFB South Base,10311
Clarksboro,10308
Port Manatee,10294
Napa,10256
Osceola County Fire Station,10239
Goleta,10220
Dawsonville,10202
Mesa Verde NP - Resource Management Area,10181
Sequoia & Kings Canyon NPs - Lower Kaweah,10145
NATIONAL RENEWABLE ENERGY LABS - NREL,10119
LONG CREEK,10101
San Andreas-Gold Strike Road,10100
Death Valley NP - Park Village,10071
LYNN WATER TREATMENT PLANT,10039
Ukiah-Gobbi Street,10036
MCMILLAN  NCore-PAMS,10008
Yreka,10005
Crockett,9997
Joshua Tree NP - Black Rock,9996
Millbrook School,9972
Bakersfield-California,9971
Calexico-Ethel Street,9961
Lakeport-Lakeport Blvd.,9923
Air Management Services Laboratory (AMS LAB),9851
WILLIAMSON,9845
GLENDALE,9827
Cadiz,9820
Rutgers University,9809
Grass Valley-Litton Building,9795
UTE 1,9793
Houston Westhollow,9784
BEULAH NORTH,9780
Abington,9740
Del Mar,9736
NICKS LAKE,9730
PROCTOR MAPLE RESEARCH CTR,9729
Sequoia & Kings Canyon NPs - Ash Mountain,9712
Lums Pond,9695
Pride,9677
Costa Mesa,9664
Craters of the Moon NM & PRES - Visitor Center,9662
HUNTSVILLE OLD AIRPORT,9661
Quaker City,9656
RIVER TERRACE,9621
MIDDLEPORT,9600
Mojave,9597
Stockton,9585
Dallas Redbird Airport Executive,9565
Morse Airport - State of Vermont Property,9563
Redding - Health Department,9546
Ojai - East Ojai Ave,9521
Port Orange,9505
OLUSTEE,9501
South DeKalb,9440
TULSA NORTH (SKIATOOK),9421
Percy Priest Dam,9413
Beaufort,9411
6ZN Santa Teresa,9382
6ZK Chaparral,9338
East Health,9326
Blackwater NWR,9307
U.S. AIR FORCE ACADEMY,9302
PERCH RIVER,9296
6ZM Desert View,9289
Yellowstone NP - Water Tank,9278
Bonifay,9261
Escondido,9243
Voyageurs NP - Sullivan Bay,9222
Colusa-Sunrise Blvd,9208
Hanford-Irwin,9182
Leslie,9164
Hillcrest High School,9162
Monroe / Airport,9150
Liberty,9143
Santa Cruz,9139
Bay Oaks Park,9127
Healdsburg-Municipal Airport,9091
Watkins Mill State Park,9071
BLUE POINT-SHERIFF STATION-TONTO NF-SALT RIVER RECREATION AREA,9067
Houston Deer Park #2,9065
Mission,9056
A420170012LAT/LONG POINT IS OF SAMPLING INLET,9054
Austin Audubon Society,9022
Gilroy,9013
CETL - Cape Elizabeth Two Lights (State Park),9007
Mammoth Cave NP - Houchin Meadow,8995
Atascadero (original site),8983
Edgewood,8982
CHILDREN'S PARK NCore,8963
MCFARLAND HILL Air Pollutant Research Site,8934
TRNP-NU,8931
Camp Pendleton,8899
A420710007LAT/LON POINT AT CORNER OF TRAILER,8899
A420770004LAT/LONG POINT IS OF SAMPLING INLET,8884
A420450002LAT/LON POINT IS OF CORNER OF TRAILER,8874
HOLTSVILLE,8869
Monmouth University,8868
CLARA BARTON SCHOOL,8866
A421330008LAT/LON POINT AT CORNER OF TRAILER,8861
NORTH SPARTANBURG FIRE STATION #2,8854
FOUNTAIN HILLS,8846
A420791101LAT/LON POINT IS AT CORNER OF TRAILER,8840
Winterwood,8819
"DAVENPORT, JEFFERSON SCH.",8812
Burbank,8812
BUSHY PARK PUMP STATION,8801
A420692006LAT/LON POINT IS AT CORNER OF TRAILER,8799
VILLAGE GARAGE,8795
UTE 3,8761
A420910013LAT/LON POINT IS OF CORNER OF TRAILER,8752
Rockwell,8752
1H Substation,8752
Hayward,8752
El Cajon,8751
Madera-Pump Yard,8745
Banning Airport,8742
Santa Rosa - 5th St,8724
NORTH VALLEY,8717
Preble NCore,8691
JLG SUPERSITE,8690
Soddy-Daisy High School,8690
West Alton,8674
Trona - Athol/Telescope #2,8664
FARGO NW,8662
Denton Airport South,8658
5ZR ON BLM LAND BORDERING RESIDENTIAL AREA OUTSIDE CARLSBAD CITY LIM,8656
Palo Verde,8639
Pee Dee Experimental Station,8636
Jean,8592
Folsom-Natoma St.,8587
Paul Meyer,8585
Otay Mesa,8580
Calaveras Lake,8573
Walter Johnson,8564
Ocala YMCA,8560
Hahnville,8556
Woodland-Gibson Road,8552
SOUTHWEST CABLE TV,8539
Tallahassee Community College,8528
Houston Bayland Park,8521
Colfax-City Hall,8516
Long Beach (North),8509
Seaford Shipley State Service Center,8487
Brownsville,8481
WORCESTER AIRPORT,8457
Ivanhoe,8432
Camp Bullis,8427
A420430401LAT/LON POINT IS AT CORNER OF TRAILER,8425
MT NINHAM,8412
Nipomo Regional Park (NRP),8403
WATER STREET,8390
A420431100LAT/LON POINT IS AT CORNER OF TRAILER,8369
MathScience Innovation Center,8359
TRURO NATIONAL SEASHORE,8357
Dallas North #2,8351
ASHTON,8337
DUNKIRK,8319
ELMIRA,8295
Laredo Vidaurri,8279
Anderson - North Street,8262
DENVER - CARRIAGE,8258
JACKSON MIDDLE SCHOOL,8256
UNIVERSITY OF CHICAGO,8240
DUDLEY SQUARE ROXBURY,8200
GR-MONROE,8177
Chico-Manzanita Ave.,8177
JFK,8158
New Orleans / City Park,8152
SOUTH PHOENIX,8126
Livermore,8124
ISWS CLIMATE STATION,8124
Thibodaux,8087
PAINTED CANYON,8082
Cowpens,8081
Colliers Mills,8075
HELENA,8071
LOSTWOOD NWR,8061
PECK,8037
Boulder City,8035
Westlake,8031
Conyers,8011
Paw Park,8011
Ascarate Park SE,8008
CLEMSON CMS,8003
Salinas 3,7992
Kearny Mesa,7985
COM ED TRAINING CENTER,7980
Victorville-Park Avenue,7974
East Knox Elementary School,7965
Allen Park,7947
A420690101LAT/LON POINT IS AT CORNER OF TRAILER,7939
Hernando,7936
Spring Hill Elementary School,7924
Tyler Airport Relocated,7915
Carville,7913
WESTFIELD,7908
"3425 N FIRST ST, FRESNO",7906
Granbury,7904
Cleburne Airport,7901
Joe Neal,7896
COGGON ELEMENTARY SCHOOL BLDG. NORTHERN LIMITS OF LINN COUNTY,7896
Hamshire,7894
McAdory,7894
Niland-English Road,7894
Augusta,7892
SETRPC 43 Jefferson Co Airport,7883
BELLEAYRE MOUNTAIN,7877
ARVADA,7877
Skyline Park,7864
MT RAINIER - JACKSON VISITIORS CENTER,7862
Eagle Mountain Lake,7854
South Fayette,7854
"ST.ANDREWS STATE PARK, PANAMA CITY BEACH",7853
CHICKASAW,7852
Piru - Pacific,7846
Tarrant Elementary School,7844
Parker County,7835
CEDAR BLUFF,7827
Grapevine Fairway,7824
Paradise - Airport,7791
San Antonio,7789
1ZB Bloomfield,7787
SCHENECTADY,7763
CAMP GEORGETOWN,7762
Kaufman,7757
Socorro Hueco,7756
MESA,7748
Rockwall Heath,7742
San Martin,7735
Mission Viejo,7735
G.T. BRAY PARK,7723
LAT/LONG POINT IS OF SAMPLING INLET.................................,7721
North Birmingham,7718
VALLEY CENTRAL HIGH SCHOOL,7708
NORTH TULSA - FIRE STATION#24,7697
Marion County Sheriff,7695
Melbourne,7662
McAuliffe Park,7645
Hoxeyville,7637
Lake City - Veteran's Domicile,7632
Clermont,7624
"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",7606
PARK CITY,7580
SETRPC  40  Sabine Pass,7576
Fremont - Chapel Way,7575
Baker,7571
DENVER - CAMP,7564
Columbus-Airport,7540
TAKOMA SCHOOL,7540
Frayser Ozone Monitor,7540
QUEENS COLLEGE 2,7536
Santa Maria,7536
Hendersonville Ozone Site at Old Hickory Dam,7535
Cape Coral - Rotary Park,7535
JACKSON PURCHASE (PADUCAH PRIMARY),7528
Edmund Orgill Park Ozone,7528
Thunder Basin,7523
NORTH FIRESTATION,7522
Incline,7520
39TH STREET SITE,7517
Blair Street,7513
East Vinton Elementary School,7509
EAST BEND,7509
Blountville Ozone Monitor,7491
Cedars of Lebanon Ozone Monitor,7491
CAMP LOGAN TRAILER,7490
Davenport,7488
"Emma Wood State Beach, Ventura",7488
TULSA EAST,7486
Arvin-Bear Mtn,7475
FALCON FIELD,7452
Karnack,7448
United Avenue,7442
Neale Elementary School,7440
"Mount Rainier National Park, Tahoma Woods",7440
Lebanon,7437
BUCKNER,7436
WORTHINGTON,7434
Bonne Terre,7429
Channelview,7425
LEXINGTON PRIMARY,7423
SMITHLAND,7418
SOUTH BOULDER CREEK,7416
Seabrook Friendship Park,7414
Santa Clarita,7413
OWENSBORO PRIMARY,7407
LEWISPORT,7404
Toll,7394
Aurora Hills Visitors Center,7389
Conroe Relocated,7387
PROPERTY OF KILLENS POND STATE PARK; BEHIND FARM BUILDINGS,7381
"CLINTON, RAINBOW PARK",7381
Manvel Croix Park,7367
Archbold Biological Station,7358
St. Marks Wildlife Refuge,7344
 FRANCIS SCHOOL East Providence,7343
IDPH WAREHOUSE,7323
Anaheim,7323
BOOKER T. WASHINGTON ES,7320
Orchard Farm,7313
DRIVEWAY TO BAKEY RESIDENCE,7310
Colerain,7295
IS 52,7286
DEVILS LAKE PARK,7264
CAMDEN,7260
Greeley - Weld County Tower,7259
OKC WEST-(YUKON),7251
A J MAINTENANCE YARD,7234
CHOCTAW,7231
ISU HARRIS PHYSICAL PLANT,7226
Lancaster-Division Street,7223
CASA GRANDE AIRPORT,7222
Garinger High School,7215
LAURAL OAKS ELEMENTARY,7212
HUMBOLDT MOUNTAIN,7210
Millington,7197
FRANKLIN,7190
"MOMS, ADEM",7177
HOPKINSVILLE,7176
Pascagoula,7170
WAVERLY AIRPORT SITE,7168
"BELLEVUE STATE PARK, FIELD IN SE PORTION OF PARK",7159
NICHOLASVILLE,7157
SOUTH VALLEY,7152
Indian River Lagoon,7131
CENTRAL JR HIGH,7117
MILWAUKEE - SER DNR HDQRS,7107
Arlington Municipal Airport,7105
CONGAREE BLUFF,7099
Mud Run,7090
James S. Long Park,7088
McALESTER MUNICIPAL AIRPORT,7084
DOWNTOWN,7080
ROCK ISLAND ARSENAL,7075
TROUT LAKE,7060
MIDDLESBORO,7060
Petrified Forest NP - South Entrance,7057
Sycamore,7052
RIVERHEAD,7044
San Jose - Jackson,7039
Bent Creek,7039
Southern Maryland,7039
Maple Canyon,7038
TAFT HS,7038
South Carroll,7031
Rural Retreat Sewage Treatment Plant,7025
Eastlake,7023
Springfield Well Fd,7020
Malone Univ,7017
Mayfield,7017
Santa Barbara,7011
SHEPHERDSVILLE,7007
Butner,7006
Patterson Park,7003
Tidewater Community College,7001
"Chester Phelps Wildlife Management Area, Sumerduck",6991
SCOTT COUNTY PARK,6990
Lake Rockwell,6986
Union Cross,6985
Freel's Bend O3 and SO2 monitoring,6977
District 6,6977
SUSAN WAGNER HS,6974
Conneaut,6973
STILWELL,6972
SOUTH WATER FILTRATION PLANT,6966
Wade,6964
Shirley Plantation,6960
Aldino,6960
SEILING MUNICIPAL AIRPORT,6942
SEATTLE - BEACON HILL,6929
Pittsburg - W 10th St.,6917
Marietta WTP,6915
Rockville,6913
VDOT Chesterfield Residency Shop,6909
Huntington Wildlife Forest,6906
Paynes Prarie,6906
Greenville,6898
JD Smith,6896
Padonia,6873
Hoover,6866
Mayo Clinic,6852
Heath,6822
GREEN VALLEY  -REPLACES SITE 0007 245 W ESPERANZA,6808
Watson Lane,6791
Widewater Elementary School,6789
UPTOWN ZUNI PARK,6788
TERRE HAUTE CAAP/ McLean High School,6787
HERITAGE PARK,6787
ROSE ELEMENTARY,6783
Great Smoky Mountains NP - Cade's Cove,6779
Boundary Waters,6779
GOLDSBY,6774
Lynwood,6772
COACHLINE,6767
"VA Tech Agricultural Research Station, Holland",6758
MANNFORD,6756
Indpls.- Ft. Harrison,6754
Howland,6750
HENDERSON CENTER/MARSHALL UNIVERSITY - MOVED FROM WATER CO. 5/98,6749
Lake Jackson,6717
Alliance,6713
Grosse Tete,6713
Taft NCore,6705
MOSHANNON STATE FOREST,6698
San Pablo,6698
Vacaville-Ulatis Drive,6697
Inglefield/ Scott School,6695
HIGH ELEVATION OZONE SITE,6685
LAT/LON IS CENTER OF TRAILER,6679
Sloughhouse,6671
"DBT, WETUMPKA",6659
Jackson Road,6654
Westmorland,6652
CAMDEN LAB,6648
Chatfield State Park,6647
Ogden Dunes- Water Treatment Plant,6637
Rest,6636
BCSP,6634
Indpls- Harding St.,6619
DUE WEST,6616
PIKEVILLE PRIMARY,6612
Auburn - Dewitt - C Avenue,6610
LAT/LON POINT IS CENTER OF TRAILER,6607
Ft. Wayne- Beacon St.,6605
Apex,6589
DUNN CENTER,6585
Zion NP - Dalton's Wash,6584
"Lewes SPM SITE, NEAR UD ACID RAIN/MERCURY COLLECTORS",6578
VIKING LAKE STATE PARK,6576
El Dorado Springs,6575
Mohawk Mt-Cornwall,6574
MANITOU SPRINGS,6563
AJ,6563
Bates,6561
HAMMOND CAAP- Hammond- 141st St.,6557
Mitchell Street,6552
Fair Hill Natural Resource Management Area,6538
CHIWAUKEE PRAIRIE STATELINE,6536
SANDHILL EXPERIMENTAL STATION,6525
Leavenworth,6517
Henderson,6514
Boonville-  Boonville HS,6507
Kingsport ozone monitor,6493
Piney Run,6476
SYDNEY,6471
LAT/LON POINT IS TRAILER,6454
LOCATED ABOUT 1/4 MILE WEST OF SITE,6454
ROCHESTER 2,6448
Brunswick,6444
Richard Gebaur-South,6441
Savannah-E. President,6441
COLUMBUS,6434
Michigan City- W. Michigan Blvd./  NIPSCO Gas Station,6433
Lynchburg Ferry,6432
Miami East HS,6431
POTAWATOMI,6418
WALKER SCHOOL,6418
A420990301LAT/LON POINT IS AT CORNER OF TRAILER,6418
NACOTE CREEK RESEARCH STATION,6415
CHESTERFIELD,6415
MADISON EAST,6412
Gwinnett,6412
6ZQ Solano,6407
Potato Creek State Park,6402
EAGLE MOUNTAIN,6400
New Albany- Green Valley Elem. Sch.,6387
CARPENTER,6385
Wilmington,6374
London,6352
BASKETT,6331
WEST CHANDLER,6326
Hattie Avenue,6316
TEMPE,6311
75 KM SSW OF PITTSBURGH RURAL SITE ON A KNOLL WITHIN A LARGE CLEARIN,6298
Blythe-445 W Murphy Street,6296
Crouse,6288
WARREN - FIRE STATION 29900 HOOVER AT COMMON,6282
SE OF EL CID & PARQUE INDUSTRIAL INTERSECTION,6279
Port Huron,6278
New Haven,6273
Red Bluff-Oak Street,6270
Castle Hayne,6264
BAD RIVER TRIBAL SCHOOL - ODANAH,6263
YORK CMS,6260
Oak Park,6257
"USGS Geomagnetic Center, Corbin",6252
Jackson FS19,6239
LAX Hastings,6235
5ZS Hobbs Jefferson,6232
Leo High School,6224
OtisvilleLAKEVILLE MIDDLE SCHOOL,6208
Western Conn State Univ,6205
Shenipsit State Forest,6200
PENN STATE OZONE MONITORING SITE,6192
Woodlawn Beach Middle School,6188
ST BONIFACE SCHOOL,6186
USGS Lighthouse,6181
Leggett,6168
Lenoir (city),6168
Marshall Point Lighthouse,6162
Berea BOE,6158
North Provo,6150
Cherry Grove,6147
COM ED MAINTENANCE BLDG,6136
East 7 Mile,6135
NEWPORT PARK,6126
LAKE DUBAY,6122
ILLINI JR HIGH,6119
REGIONAL OFFICE BUILDING,6114
CAVE CREEK,6107
Bethany sch.,6107
Pacific,6088
Senior Center Air Monitoring Station,6085
LAT/LON=POINT SW CORNER OF TRAILER,6068
HU-Beltsville,6065
Lafayette / USGS,6055
Alabama-Coushatta,6055
Red Mountain Air Monitoring Station,6047
Maryland Heights,6047
 FAIRVIEW MIDDLE SCHOOL ozone monitor,6045
BAYSIDE,6039
KPW - Kennebunkport Parson'd Way,6038
MUSKEGON,6038
CENTERBURG,6035
Boulder,6032
Wind Cave NP - Visitor Center,6031
LAKE SUGEMA STATE PARK II,6023
"Gardiner, Pray Street School  (GPSS)",6021
Greenwich Point Park,6005
Daniel South,6003
Macon-Forestry,5999
GRAFTON,5997
USEPA REGION 1 LAB,5993
Frying Pan Mountain,5992
Jenison,5990
FULTON,5982
Meridian,5974
CHESTER COUNTY TRANSPORT SITE INTO PHILADELPHIA,5969
West Johnston Co.,5967
Douglasville,5960
Wilgus,5957
BISMARCK RESIDENTIAL,5920
FORT COLLINS - WEST,5919
Bryson City,5869
Rocky Creek,5853
LAKE GENEVA,5849
TUPELO AIRPORT NEAR OLD NWS OFFICE,5835
Park Place,5831
Purchase Knob,5829
MICMAC HEALTH DEPARTMENT,5826
KING CITY AMS,5809
Portland - SE Lafayette,5802
"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",5800
WLBZ TV Transmitter Building - Summit of Rider Bluff,5796
MILLER STATE PARK,5793
Carrizo Plains,5775
Pilot Point,5762
A420791100LAT/LON POINT IS AT CORNER OF TRAILER,5761
"AT UABC, CORNER OF CALZADA BENITO JUAREZ & AVENIDA NORMAL, MEXICALI",5761
GRAYSON LAKE,5748
Midlothian OFW,5743
Tracy-Airport,5740
MONTOURSVILLE,5738
Jamesville School,5735
Watsonville Airport,5735
WHALEY PK 3610 IOWA (FLINT),5732
HAMILTON,5728
SPRINGDALE,5721
FRANKFORT,5719
PINNACLE STATE PARK,5713
Holland,5709
Morongo Air Monitoring Station,5705
Criscuolo Park-New Haven,5700
QUEEN VALLEY,5699
Coloma PAW PAW WWTP,5692
Ramapo,5691
PORTSMOUTH - PEIRCE ISLAND,5689
DYSART,5668
San Luis Obispo-Marsh St.,5666
BARNWELL CMS,5658
Gary-IITRI/ 1219.5 meters east of Tennessee St.- old ammuntion bunker,5658
ARABI,5638
Grover Beach,5623
Santa Rosa Rancheria,5619
Xenia,5617
San Diego-12th Ave,5615
MINE CREEK,5612
McDonough,5603
Pico Rivera #2,5599
SCHOOL LOCATED ON THE SW CORNER OF US 36 AND IND 109,5591
County Line,5583
 Davidsonville,5565
New Market ozone monitor,5564
MICCOSUKEE GREENWAYS PARK,5561
Lee District Park,5559
PFIZER LAB SITE,5556
"Broad Run High School, Ashburn",5555
Delaware,5551
QUAPAW SHELTER,5544
Bowling Green,5543
San Luis Obispo,5539
LOW_SER,5517
KEWAUNEE,5513
Notre Dame,5510
FOND DU LAC,5508
Royal Palm Beach,5505
DELTA,5495
Nederland 17th Street,5488
Willows-Colusa Street,5486
GREEN BAY - UW,5484
KNI,5477
TONTO NM,5474
ST. PHILLIPS- St. Phillips road CAAP trailer,5465
"6792 RAISIN CENTER HWY, LENAWEE CO.RD.COMM.OWNER, TECUMSEH",5459
Wamsutter,5449
Scotts Valley-4,5445
CHEEKA PEAK,5442
GRAVEL ROAD IN LAKE AQUABI STATE PARK,5438
Trimble,5435
RURAL THUMB AREA OZONE SITE,5433
BUCKEYE,5426
MANITOWOC - WDLND DUNES,5423
Gulfport Youth Court,5423
Red Hills,5419
Great Smoky Mountains NP - Clingman's Dome,5408
Jacobs,5401
FITNESS FORUM,5389
"PISGAH, HIGHWAY MAINTENANCE",5377
LEBANON AIRPORT ROAD,5375
TV TOWER LOCATED AT AUBURN NC,5373
HARRINGTON BEACH PARK,5367
Kennesaw,5362
San Leandro,5360
Arrowood,5354
ON STATE SCHOOL #44,5349
APPLETON - AAL,5348
Corner,5348
Palo Duro,5346
Santee Sioux,5346
Fort Mountain,5342
Cottontown Ozone Monitor,5341
Bushy Fork,5319
TOP OF CADILLAC MTN (FENCED ENCLOSURE),5318
BLACK HAWK ELEMENTARY SCHOOL GROUNDS,5318
CCNY,5312
BLUE HILL OBSERVATORY,5310
SPOKANE - GREENBLUFF,5305
Brigantine,5302
"DECATUR, Alabama",5297
PDO - Portland Deering Oaks,5293
Ft. Pierce,5288
HAZARD,5286
South Pass,5285
Lenoir Co. Comm. Coll.,5282
ELIZABETHTOWN,5282
King City 2,5281
ISSAQUAH -  LAKE SAMMAMISH (Wiithin Lake Sammamish State Park),5280
Eagleville Ozone Monitor,5280
Roxborough (ROX),5280
PINAL AIR PARK,5276
BAY ROAD,5274
Campbell County,5272
Oakland,5259
Willits-899 South Main Street,5253
Galveston 99th Street,5245
Erie,5240
"FAIRHOPE, Alabama",5239
Mesquite,5231
SLATER CITY HALL,5229
Italy,5228
Public Health,5218
LAPORTE OZONE SITE AT WATER TREATMENT PLANT,5214
Spanish Fork,5213
RIO VERDE,5202
Frederick Airport,5183
CROSS STREETS CAL DEL TECNOLOGICO & CHAPULTEPEC,5169
HORICON WILDLIFE AREA,5156
Oakland - Alice,5155
WESTSIDE TAYLOR RANCH,5152
Indpls.- E. 16th St.,5149
Waco Mazanec,5146
Madisonville,5141
Hagerstown,5131
Tuscan Butte (seasonal),5124
WASHAKIE,5113
VALPARAISO,5104
VANCOUVER - BLAIRMONT DR,5092
WEST OF 15TH AVE. N & NORTH LOGAN INTERSECTION,5089
SAM BLACK CHURCH - DOH GARAGE - GREENBRIER COUNTY,5081
Leeds,5080
Sutter Buttes (seasonal),5078
US-EPA Laboratory,5068
CUSTER - LOOMIS,5066
SE OF TOMAS FERNANDEZ & AVENIDA DE LA INDUSTRIA INTERSECTION,5065
Bakersfield-Golden / M St,5064
TAHLEQUAH SHELTER,5059
Natchez,5058
Natural Bridge Ranger Station,5054
CHEROKEE HEIGHTS,5053
"DUNCANVILLE, TUSCALOOSA",5052
416 S. State St. Hwy 1- West Union,5046
SOUTH OF BADLANDS NP HEADQUARTERS,5040
Bountiful Viewmont,5037
WBFD - West Buxton (Hollis) Fire Department,5033
TRAILER ON CAMPUS OF INDUSTRIAL TECH HIGH SCHOOL,5033
"Yorkville, King Farm",5023
Mira Loma (Van Buren),5013
Palisade-Water Treatment,5012
"ROSE LAKE, STOLL RD.(8562 E.)",5007
ASHLAND PRIMARY (FIVCO),4993
Waterville,4991
Murphy Ridge,4968
EAST END OF PEDRO MORENO SCHOOL IN ROSARITO,4968
GASTON (SUMTER),4961
Linville Falls,4960
CONSENTINO SCHOOL.,4954
B.F. Pearson School,4939
Cool,4937
LAWTON NORTH,4936
Jerseydale,4936
CARUS TRAILER/SPANGLER RD,4929
Monroe School,4927
Rifle-Health Dept,4924
KALAMAZOO FAIRGROUNDS,4914
"TRITON Middle SCHOOL, NORTH OF FAIRLAND",4913
