address,count
"PMC/3745 SW MARSHAL PL., PENDLETON",12993
"5935A VALLE VISTA, SUNLAND PARK, NM",12945
1310 NW CIRCLE BLVD,12918
"UC DAVIS-CAMPUS, CAMPBELL ROAD WEST OF HIWAY 113 & SOUTH OF HUTCHISON DRIVE.",12911
Corner of Florida Ave & Orleans Ave,12861
ELLYSON INDUSTRIAL PARK-COPTER ROAD,12860
500 11TH ST NW,12700
100 West Temple Pl,12619
 201 ASHVILLE ROAD,12572
1112 CHERRY HEIGHTS ROAD,12529
Yosemite NP-Yosemite Village Vistor Center,12499
HARRISON AVE,12491
FIRE STATION 325 NW 2ND ST,12472
"SAUVIE ISLAND-SSB/ROUTE 1, BOX 442",12432
"88401 HWY 82, ENTERPRISE, OR  - ENTERPRISE USFS STATION",12426
"3425 TAMASSEE LANE, HOOVER, AL 35226",12421
7801 LAWNDALE,12352
"5121 Gandy Blvd, Tampa, FL 33611",12336
24 WEST CHEWUCH RD,12332
23RD NE AND D ST (SALEM STATE HOSPITAL),12328
390 BULLS ISLAND ROAD (AWENDAW) [Cape Romain],12307
"1149 NE GRANT ST HILLSBORO, OR 97124",12295
13600 William Davis Parkway.,12293
"5888 MISSION BLVD., RUBIDOUX",12247
9525 1/2 Clinton Dr,12226
"1907 CARPENTER, DES MOINES IOWA",12139
"773 ALMOND ST, YUBA CITY",12121
"945 East United Ave., Atlanta, Georgia, 30316",12082
3790 S Houston St,12048
"37 SCHOOLHOUSE LANE, SHADY COVE",12029
Hwy 134 & Spur 449,12023
250 Rim Rd,11995
"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",11988
LOCATED IN A TREE FARM (Cheeka Peak),11932
"3285 11TH ST, US FOREST SERVICE OFFICE - BAKER CITY",11883
"7200-22 Avenue N., St. Petersburg, FL 33710",11846
7800 IMMOKALEE ROAD NAPLES 34119,11808
"777 NW GARDEN VALLEY RD, ROSEBURG, OR; BLM OFFICE",11764
"TRAILER,185 DINGENS STREET (near WEISS ST.)",11708
118 S GLOVER ST,11697
9616 128TH ST E,11684
330 EVANS ST (Cascade School District),11644
"14171 WILLIAMS, PROVOLT, OR  AT THE PROVOLT SEED ORCHARD",11641
123 Camino de Santiago Fire Station,11598
"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",11573
"1630 N MAIN ST, LOS ANGELES",11518
2725 Old Fort Worth Road,11504
1745 N. SPRINGFIELD,11484
" 151 NO SUNRISE BLVD, ROSEVILLE, CA",11473
13TH ST AND PORT WAY (CLARKSTON STP),11465
"104-2 SANTA TERESA INTERNATIONAL BLVD,NM",11462
"213 S. Denning Ave, Winter Park, FL 32789",11405
1600 SOUTH SECOND STREET,11301
4522 Park Rd,11252
201 N. RUBY,11249
1200 29TH STREET,11175
9472A Hwy 1484,11103
"PS 314, 330 59th ST",11102
"1200 NW 20th St, Miami, FL 33142",11071
"EISENHOWER PARK,  740 MERRICK AV at OLD COUNTRY Rd",11036
911 Old Hwy 90 West,10992
"406 ELIZABETH ST., Utica HEALTH Dept",10989
4700 East Marginal Way South,10969
"WHITE PLAINS PUMP STATION,  240 ORCHARD STREET",10964
"720 N Colusa Street, Willows",10962
"Wilmington, BASE WHITEFACE MTN, ASRC, SUNY",10927
55 BROADWAY,10878
1025 PLANT SCIENCES ROAD,10854
"6208 FORD WELLPINIT ROAD, WELLPINIT, WA",10807
"USFS COMPOUND, EAST EDGE OF GRANGEVILLE",10777
7802 SOUTH L STREET,10770
902 GRANT AVENUE,10753
"Bungalow Road Elementary School, 2216 BUNGALOW RD, AUGUSTA GA 30906",10731
Maspeth Library       69-70 GRAND AV,10725
4500 W. 123RD ST.,10671
PS 274  800 BUSHWICK AVE,10645
"100 SUNRISE BLVD., COLUSA",10632
"705 Church St., Anthony, NM",10604
3824 North Hills Drive,10560
600 1/2 Congress St,10559
ROOSEVELT ST.,10445
4510 1/2 Aldine Mail Rd,10436
425 N 14th Cottage Grove City Shops (CGC),10397
1799 7th S,10367
"1976 Tri County Airport Rd., Bonifay, FL 32425",10352
192 BROOKSIDE TERRACE WEST,10351
160 CONVENT AVENUE,10262
"Georgia Forestry Commision, 5645 Riggins Mill Road, Dry Branch, Georgia, 31020",10255
SHENANDOAH NP BIG MEADOWS,10190
SWEET HOME FIRE DEPT 1109 LONG ST.  (SFD),10174
1421 Hwy 22 West,10150
"Gwinnett Tech, 5150 Sugarloaf Parkway, Lawrenceville, Georgia, 30043",10128
406 W YACOLT RD,10126
"5749 S. TRACY BLVD., TRACY",10104
14932 MANDARIN ROAD,10104
"UNIVERSITY OF W. GA AT NEWNAN, 7 Solar Circle, Newnan, Georgia, 30265",10094
"40 DIVISION STREET, PS 124",10082
636 Roznov Rd,10022
"PUMPING STATION @ INTERSECTION OF W. LATHROP AND AUGUSTA AVE, SAVANNAH, GA, 31415",9992
1500 WOODLAWN WAY,9988
"2811 HOLLAND ST,CARLSBAD,NM",9980
3200 SE 17TH STREET,9973
"506 W FLINT ST, LAKE ELSINORE",9973
"2743 Washington Blvd, McKeesport, PA 15133 (Liberty)",9956
"200 S. HATHAWAY ST., BANNING CA",9926
305 BELLEVUE WAY NE,9923
IS 74    730 BRYANT AV,9919
"2200 East Lake Rd, Palm Harbor, FL 34865",9917
FRESHKILLS WEST   310 West Service Road,9901
"King Farm, 160 Ralph King Path, Rockmart, Georgia, 30153",9881
Denton Airport South,9867
"622 South Concord Street, Davenport IA 52802-2014",9862
175 BINGHAM ROAD,9862
14620 Laguna Rd,9836
1130 EASTWAY DRIVE,9762
5504 South Collins Street,9758
"PINEHURST/PINEHURST SCHOOL, PINEHURST",9702
"2350 BARNETT SHOALS RD., ATHENS, GA 30605",9688
"614 RAILROAD AVE N, KENT",9600
"840 LAUREL, GLENDORA",9584
360 FISHBURNE STREET [Charleston Public Works],9564
2700 Disney,9555
1935 Emerywood Drive,9507
6500 Amarillo Blvd West,9504
"251 SE Court St., Prineville (PDP)",9484
10th Ave. S. and 2nd St. E.,9481
9011 Poteet Jourdanton Hwy,9459
"22224 PLACERITA CANYON RD, SANTA CLARITA",9458
16289 North Evans Rd #2,9424
515 W 182nd St,9386
"6120 212TH ST SW, MOUNTLAKE TERRACE, WA",9377
"2806 N. ASH ST., LA GRANDE",9375
12200 Lime Creek Rd,9375
"CHITWIN DRIVE, TAHOLAH, WA",9356
"Southeast CR 137, White Springs, FL 32096",9352
"BIG BEND NATIONAL PARK, TEXAS",9342
"QUAPAW TRIBE'S INDUSTRIAL PARK, MIAMI",9341
174 NORTH ST,9340
"4607 STATE PARK LN PCB,FL",9303
LIBERTY STREET,9266
345 OAKHILL AVE.,9260
"MOUNDSVILLE - NG ARMORY, 1501 NINTH STREET",9222
24 E. CHALMETTE CIRCLE,9219
206 W MAIN ST,9183
4472 Mazanec Rd,9176
215 S OAK,9163
751 SE SYCAMORE TERRACE,9162
FIRST ST. & THREE OAKS RD.,9157
2 South Mountain Road,9144
1415 Hinton Street,9110
"458 E Washington St. , Burns, OR  97720",9092
"DEL PASO-2701 AVALON DR, SACRAMENTO",9065
2300 North Glasscock,9009
250 SOUTH JACKSON ROAD VENICE FLORIDA,8982
"FAYETTE COUNTY HEALTH DEPT, 650 NEWTOWN PIKE",8980
"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",8941
QUABBIN SUMMIT,8939
Corsicana Airport,8934
2200 Jefferson Drive,8881
"N 15th Avenue, H.S. Parking Lot, Bozeman MT.",8782
430 S EAST ST.,8770
"South Highway 59, RR1, 1795 Dahlonegah Park Road, Stilwell, Oklahoma",8766
2400 CLERMONT CENTER DR.,8756
5130 POINSETTIA PLACE,8737
"1350 SAN BERNARDINO RD., UPLAND",8708
COUNTY RD 59,8703
School Lane,8693
"18330 GAULT ST., RESEDA",8667
350 N MARKET BLVD,8666
"Rahway Fire Department, 1300 Main Street",8658
14700 GODDARD (ALLEN PARK),8656
1300 BLK. HATTIE AVENUE,8654
1139 W 14TH ST (Stevens Middle School),8592
"850 A STREET, PLUMMER",8582
Mines Road 11601 FM 1472,8575
13333 LANIER RD.,8568
1262 1/2 Mae Drive,8554
3603 1/2 West Lake Houston Pkwy,8546
6655 Bluebird Lane,8541
20420 Park Road,8540
Barrett & Monahans Streets,8532
"16875 4th Street Huron, CA 93234",8509
"1675 SOUTH 600 EAST, SALT LAKE CITY",8500
1801 BRUCE SHAW ROAD,8457
"LAKE GREGORY-LAKE DR, CRESTLINE",8446
"2500 1ST STREET, N.W. WASHINGTON DC",8446
618 North Saint Charles Street,8443
177 MAIN STREET,8417
3205 SW 70TH AVENUE,8397
"1624 BOREN AVE., SEATTLE, WA",8375
265 Foster Maldonado,8355
PIKE AVE AT RIVER ROAD,8350
"1321 Bay View Avenue, Neah Bay",8334
"3211 College Ave, Davie, FL 33314",8300
"FIVCO HEALTH DEPARTMENT, 2924 HOLT STREET",8299
"1277 Beartrap Road Lebec, CA 93243",8294
"PINSON, HIGH SCH., BOX 360 HWY 75 NORTH",8271
348 S. ERIE,8260
"5041 ALABAMA HWY., ROME, GA 30165",8216
"8205 NE FOURTH PLAIN RD, VANCOUVER, WA",8210
650 R E Thomason Loop,8203
344 Porter Drive,8201
INTERSECTION OF TX HWYS 62 AND 12,8194
ALBANY CO. HEALTH DEPT. GREEN & S FERRY STREETS,8180
950 SE MONTEREY RD,8096
"1605 Azalea Drive, Valdosta, Georgia, 31602",8044
57 DIVISION STREET,8044
520 GRAND ISLAND BLVD,7939
FRATERNITY CHURCH ROAD,7911
Fernberg Road,7897
"321 Signal Peak Rd, White Swan",7887
"401 West Florida Avenue, Melbourne, FL 32901",7881
802 Pecan Valley Drive,7878
"USFS, 26568 Redwood Hwy, Cave Junction (CFS)",7878
PS 19    185 1ST AVENUE,7870
"1839 South Newcomb Street Porterville, CA 93257",7858
122 W FRANKLIN,7855
"11245 Port Hudson-Pride Rd. Zachary, La",7838
12552 Second St,7837
"3120 E. 30TH ST., WASHINGTON PARK",7833
"6701 CLARK ROAD, PARADISE",7827
"58 HARVEY ROAD, Underhill, Vermont",7821
809 Pioneer Road,7815
716 PLEASANT VALLEY ROAD,7794
"John Day -  230 NE Dayton St, John Day, 97845  (JDD)",7788
"1210 N. 10TH ST.,JFK RECREATION CENTER",7763
G&G/CORNER OF GARRET & GOULD,7738
"33700 Borel Road, Winchester, CA 92596",7729
9511 Avenue V 1/2,7708
3910 MORRISON AVE.,7691
"530 Hwy 99 North, Eugene, OR 97403  (Eugene Highway 99 or E99)",7690
"30 NORTH MAIN STREET, LINDON, UTAH",7650
1179 MONROE  (GRAND RAPIDS),7626
"2300-C Wildcat Road, Decatur GA 30034",7621
6950 RIPPLE RD.,7615
23RD & MADISON,7587
450 Commerce Drive,7581
13TH & TUDOR,7578
Sisters Forest Service Station (SFS),7576
RUNNELS BLDG. 1190 ST. FRANCIS DR.,7571
2200 N. 22ND,7463
2727 10th Ave. S.,7418
"600 E. VALLEY PKWY., ESCONDIDO",7407
"PERRY COUNTY HORSE PARK, 354 PERRY PARK ROAD",7384
"POST OFFICE, 364 PORT RICHMOND AVE.",7330
"141 WARD RD., TOPPENISH, WA",7312
6388 Haley Rd. (Shelby Farms NCORE site),7304
7589 NC Hwy 33-NW,7300
659 GLOBE ST,7293
"601 Maple Street, Lot #6, Rossville GA 30741",7289
210 N. WILSON DR.,7284
158B JACKSON ST,7237
"2320 N. JEFFERSON ST, HOBBS, NEW MEXICO",7225
2412 YEW ST,7223
700 Cajundome,7220
"1015 SIKES BLVD., LAKELAND",7217
567 Eagle Lake Road,7213
"JACKSON PURCHASE RECC, 2901 POWELL STREET",7189
613 N.E. JEFFERSON,7096
1650 1ST STREET,7089
ILLINOIS VALLEY AIRPORT,7070
"BASKETT FIRE DEPARTMENT, 7492 DR. HODGE ROAD",7049
101 Central Ave. W.,6972
"2001 Aviation Drive, Santa Fe, NM",6965
225 GARDEN VIEW DRIVE,6953
205 WILOUGHBY BLVD,6947
4533 RAEFORD RD,6931
"3851 HIGHWAY 21, IDAHO CITY",6925
"4430 S. Lockwood Ridge Rd., Sarasota, FL 34231",6909
298 ARROYO GRANDE,6885
676 State Street,6875
5 EAST SOUTH ST. (HERNANDO),6874
"Cook College, Log Cabin Road near Horticulture Lab",6867
750 DUNDEE ROAD,6863
SUMMER ST,6855
267 Northview Street [Gregg],6854
"125 W. CENTER STREET, LOGAN, UT",6831
"800 S. 1st St., Warner Robins, GA 31088",6814
"1185-A DUNN AVE., DAYTONA BEACH",6798
1 SOUTH STREET,6793
"Raritan Township Municipal Utilities Authority, 365 Old York Road",6766
"228 32ND STREET, OGDEN, UTAH",6760
2180 LAKE BREEZE,6760
685 WASHINGTON STREET,6744
"MORRISANIA CENTER, 1225-57 GERARD AVE.",6740
938 S.SALISBURY ST,6736
"1167 N Dover Road, Valrico, FL 33527",6707
695 HILLSIDE ST Blue Hill Observatory,6691
"984 East Avenue, Chico",6685
1913 ADDISON AVE EAST,6679
213 N. BAYOU AVE.,6663
900 FM 667 Ellis County,6564
"RTE 669, BUTLER MANUF. CO NEAR REST VA",6559
"520 S. EAGLE ROAD,  MERIDIAN",6532
2401 HARTMAN STREET  MATH & SCIENCE CTR,6527
"AMERICAN LEGION PARK, 801 NORTH MILES STREET",6504
"500 NORTH MISSION - MCCALL, IDAHO",6502
SUNLAND PARK CITY YARD,6495
402 SOUTH 4TH AVE,6495
10703 Bloxham Cutoff Rd,6482
"DEVILS LAKE STATE PARK, E12886 TOWER RD",6456
320 Old Hueco Tanks Road,6426
301 WEST ST & GOLD HILL AVENUE,6402
"3530 FERRY ST, SPOKANE, WA",6375
KORBEL AVE.,6347
West Jackson at Tupelo Airport,6328
1301B EAST TONOPAH,6324
946 BANKS LOWMAN ROAD,6314
2650 BIBLE ROAD,6311
2842 WYOMING (DEARBORN),6286
S OF HWY 30 AND E OF WEAVER RD,6282
"3288 Hurst Road, North Pole, Alaska 99705",6276
"423 HWAY 539, NAVAJO DAM, NM 87419",6272
1622 EAST GARRISON BLVD,6238
1310 CLEVELAND AVE,6200
"KYTC DISTRICT OFFICE,  109 LORAINE STREET",6192
4612 Spanish Trace  (Rear),6188
"STA. 46-B9, LEE PARK, TELEGRAPH ROAD",6168
NJ Turnpike Interchange 13 Toll Plaza,6159
5707 Up River Rd,6154
"434 NORTH 50 WEST, TOOELE, UTAH",6143
"2 YARMOUTH ROAD, RG&E Substation",6140
1540 EAST 6TH STREET,6120
27 Store Rd.,6107
"JCFD Engine 5/Ladder 6, 355 Newark Avenue",6097
9399 Lima St,6084
5810 Ridgewood Rd,6080
"Edwin B. Forsythe National Wildlife Refuge Visitor Center, 800 Great Creek Road",6047
13TH ST. & 50TH AVE.,6035
420 MARKET,6014
4530 N 17TH AVENUE,5999
2424 W 5TH ST,5990
"38754 STATE RD 80, BELLE GLADE",5989
1801 9th Ave. SE,5980
"N ROSELAWN, PORTLAND,OR",5959
SENEY NAT'L WILDLIFE HCR2 BOX 1 (SENEY),5930
"1403 Princeton St., Ft. Myers, FL 33901",5915
390 PARKLAND,5906
6940 OXFORD GETTYSBURG RD.,5898
"675 7TH AVENUE, FAIRBANKS",5896
E. 14TH & ORANGE,5882
700 West San Francisco Ave,5876
524A JOHN'S HILL ROAD,5871
" 901 MTN. VIEW DR. SHELTON, WA",5811
1630 W. PAMPAS LANE,5794
1405 Sheldon Road,5763
827 S GRAHAM & HOPEDALE RD,5760
Corpus Christi State School (Airport Rd),5755
600 ALASKA WAY (Columbia Elementary School),5728
9695 U.S. 177,5717
416 ALABAMA AVENUE,5670
"MESA VERDE NATIONAL PARK, COLORADO",5620
350 N. FOUNTAIN AVE.,5619
"200 HOWANUT DR, OAKVILLE, WA",5598
"1005 Northwest Drive, Port Allen",5576
"695 Fair Street, Gainesville, Georgia, 30501",5556
"I90 Mile Post 424.6 East Bound Side, Cheektowaga, NY 14225",5533
"201 MISSISSIPPI ST., IITRI BUNKER",5524
100 DAYTON ST.,5504
7421 Park Place Blvd,5503
CARUS TRAILER/SPANGLER RD,5500
"1350 COLISEUM BLVD, MONTGOMERY, ALABAMA",5499
16384 AIRPORT RD,5461
"USFS AT 9TH AND CENTER, St. Maries, Idaho",5437
MAMMOTH CAVE NP - ALFRED COOK ROAD,5404
1210 Hayes Street,5389
2501 SUNRISE AVENUE,5371
"BLAIR STREET: 3247 Blair Street, St. Louis, MO 63107",5324
LAKES MIDDLE SCHOOL/930 N 15TH ST,5323
26624 NORTH TOWER ROAD,5299
RT 2 BOX 100 MCBEE  (SC145) [Chesterfield],5298
1061-A Leesville Ave,5292
NAMPA FIRE STN/923 1ST ST,5289
660 WOODYARD ROAD [Trenton],5266
"2300 VICTORIA DR., ALPINE",5256
2300 N M. L. KING JR DR,5254
"I-490 and 1775 East Avenue, Rochester, NY 14610",5250
1321 University Dr.,5218
793 Rincon Ave.,5209
801 STADIUM DRIVE,5204
400 S. EAGLE ST.,5203
"898 Wilkes Drive, Eugene, OR",5193
713 West A Street,5181
304 TUOLUMNE ST.,5177
2525 DOVE RD (PORT HURON),5167
"INTERSECTION OF APPLE AND PINE, KAMIAH",5165
"410 SW 4th Street, Madras (MWS)",5161
"1000 W. MAIN ST, LOS LUNAS, NM 87031",5148
MOHAWK MOUNTAIN ROAD (see coordinates),5093
1400 OLMSTEAD RD (KALAMAZOO),5093
918 SE 119TH AVE,5088
2022 NORTH BEACON/ Fort Wayne- Beacon St.,5084
"Iroquois and Azalea, CHICKASAW, MOBILE CO.,  ALABAMA",5015
"MULTORPOR, BOX 87, GOVT CAMP, OR 97028",5004
800 S San Marcial Street,4908
2ND AVE N. and N 32ND ST.,4905
4701 MITCHELL STREET,4905
8311 PARKLANE ROAD [Parklane],4896
650 Addison Avenue,4892
"HIGHWAY 19, OCALA NATIONAL FOREST",4888
"TROOST: 724 Troost (Rear), Kansas City, MO 64106",4887
NE of West Park Entrance Gate,4866
300 WELLMAN ST. DAVENPORT,4853
205 Bay Street,4849
21441-W B STREET,4842
6028 HOLLY SHELTER RD,4828
5722 66TH AVE E,4778
102 E 5th St,4751
"480 ALTA RD, OTAY MESA, CA",4741
1119 N Irby Street [Williams],4732
9819A SECOND STREET NW,4722
"260 BEVER GRADE, LAPWAI",4719
"1029 ETHEL ST, CALEXICO HIGH SCHOOL",4678
2105 NORTH BOYER AVENUE,4671
"LADUE: 73 Hunter Avenue, Ladue, MO 63105",4658
425 WEST MILL ROAD/ FIRE STATION #17,4590
3801 SPRING FOREST RD.,4583
3520 1/2 N. PEORIA,4582
GREAT SMOKY MOUNTAINS NP LOOK ROCK,4579
226 SUNSET STREET,4518
"TURTLEBACK DOME, YOSEMITE NATL' PK 95389",4518
810 16thSt (Harrison Middle School),4491
"267 E MADISON, BURNS, OR",4480
 DEVEREAU ST,4471
"HICKORY AND SYCAMORE ST, IDAHO FALLS",4462
Behind 4401 S. Main Road,4453
230 AIRPORT RD S.,4447
"13450 W. Power Line Rd., Crystal River, FL 34428",4441
1500 MAYBROOK DR.,4434
Ashton Road [Ashton],4428
33174 State Park Road 100,4425
261 E 1st St,4407
Hwy 19 and 53rd Ave,4402
"COVE CITY HALL, 504 ALDER ST CCH",4393
"7074 CHERRY GROVE RD, REIDSVILLE",4383
"116 NW BRIDGE ST., JOHN DAY, OR",4368
418 Mineral Ave,4360
PS 154          333 EAST 135TH STREET,4357
IS 52    681 KELLY ST,4341
"96 STATE STREET, Rutland, Vermont",4328
3535 E. 114TH ST.,4321
30525 SE MUD MOUNTAIN ROAD,4304
"Adjacent to Building 1196, Wythe Landing Loop, NASA-Langley Research Center",4303
"Bureau of Air Monitoring Technical Center, 380 Scotch Road",4296
250 WM. HOWARD TAFT,4274
1501 E. LYCOMING AVE.,4254
201 PROSPERITY SE,4199
"96160 Nassau Place, Yulee, FL 32097",4186
FRONTIER AVE AT 55TH STREET,4181
"Ashland Fire Department (AFD) 455 Siskiyou Blvd, Ashland, OR 97520",4168
"LIBERTY: Highway & County Home Road, Liberty, 64068",4157
10 ARKANSAS ST.,4156
"140 W.FISHBURN DRIVE, BRIGHAM CITY, UT",4155
WEST HIGHWAY 19,4153
W10746 Cty Rd. M,4150
"Camden County Municipal Utilities Authority, 1645 Ferry Avenue",4147
1101 JENNISON STREET (BAY CITY),4145
1502 Mac Davis Drive,4142
7600 FODOR RD.,4134
618 LOGAN ST.,4121
"P.O. BOX 2224 WALLACE DEVELOPMENT CENTER. DECATUR, ALABAMA",4117
"Horicon Wildlife Area, 1210 N Palmatory St",4116
19 VON HILLERN ST,4110
555 TOWNER ST (YPSILANTI),4073
"111 West 8th Street, Ketchum",4069
"1965 State Hwy 161, Jean, NV",4067
"EL DORADO SPRINGS: Highway 97 & Barnes Road, El Dorado Springs, 64744",4060
IS 293   284 BALTIC STREET,4052
2552 JEFFERSON AVE.,4041
897 BARRON AVE.,4022
"6506 Dolphin Cove Dr, Apollo Beach, FL 33572",3999
6315 DEPOT AVENUE,3998
"NNE of Ward Post Office, Sumter Co., Alabama",3965
"Oldtown Fire Station, 1100 Hillen Street",3922
533 First Street,3919
1769 S JEFFS RD (HOUGHTON LAKE),3917
"428 W WOODIN AVE. , CHELAN, WA (CHELAN RANGER STATION)",3909
"6TH & TUCANNON ROAD, STARBUCK, WA",3906
"8301 ACKERSON ROAD, Pinnacle State Park",3889
"Lambs Lane, behind Albemarle High School Athletic Field",3873
30 Recreation Park Drive,3856
La Grande North Hall St and east N St. (LHN),3855
SEILING MUNICIPAL AIRPORT,3836
540 LAIRD AVE.,3830
2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),3816
1JAMES STREET,3815
MTN VIEW SCHOOL/3500 CARBARTON LANE,3809
"OAKLAND ELEMENTARY SCHOOL, 2494 CHURCH STREET",3791
DOUGLAS COUNTY HOSP  42ND & WOOLWORTH,3769
215 EAST THIRD ST.,3726
"7252 BLACKBIRD DR. N.E., MEADOWDALE, WA",3723
"356 State Street, Portland,  Maine",3708
BADLANDS PO BOX 6 HEADQUARTERS,3694
4579 N. Meade Street,3690
"I-495, H Harding Expwy and 153rd St",3667
600 SOUTH OLD MISSOURI ROAD,3649
"Northeast entrance, Pinnacles National Park",3644
LH POLK AND COLONIAL DRIVE,3644
Great Sand Dunes NM,3636
DENALI NATIONAL PARK,3633
DOYLE SPRINGS ROAD,3633
GLACIER NATIONAL PARK,3629
"228 W. PALM AVE., BURBANK",3618
HERMAN HORN ELEMENTARY SCHOOL,3613
Weminuche Wilderness,3611
JACKSON PARK SCHOOL,3607
CHIRICAHUA NATIONAL MOUMENT,3586
"MOUNT RAINIER NP, TAHOMA WOODS ADMIN",3579
101 N. ROCK ROAD,3574
"FIRE TOWER RD, POTAWATOMI SITE",3567
14310 SE 12th St,3565
Bryce Canyon NP,3560
NORTH SIDE OF NM 4,3560
Bridger Wilderness,3547
GUADALUPE MOUNTAINS NP,3536
"CANYONLANDS NATIONAL PARK, UTAH",3534
Queens College   65-30 Kissena Blvd  Parking Lot#6,3528
"N OF KLAMATH RIVER, REDWOOD NP",3526
"MANZANITA LAKE RS, LASSEN VOLCANIC NP",3515
"EAST HIGH, 1415 E. WALNUT",3507
"128 HWY 61 N, POTOSI TOWNSHIP",3483
Jarbidge Wilderness,3468
LANE COMM COLLEGE/1059 WILLAMETTE,3462
SOUTH OF SR88,3457
6792 RAISEN CTR HWY (TECUMSEH),3455
485 County Hwy D,3452
Olympic,3444
"Kootenai Water District Building on West Lancaster Road - north of HAYDEN, IDAHO",3441
11590 GROOMS RD,3433
"PET FOR NAT PARK, NEAR OLD SW ENTERANCE ON OLD ROUTE 180",3427
"310 S. MAIN STREET, RED BLUFF, CA 96080",3425
ROCKY MOUNTAIN NP,3416
"N RANGER STATION, POINT REYES NS",3416
San Gorgonio Wilderness,3412
Trapper Creek,3410
5625 23rd Ave. S.,3401
"170 meters SE of Donna Dr. & Humboldt Hill Rd., Eureka, CA",3397
1300 Fifth Street,3394
"Corner of 8th Ave & Omak Okanogan E (part of a log yard for an old lumber), Omak",3390
3225 S DEACON ST (NMH48217),3383
2165 AIRPORT ROAD SW,3377
"447 N. James St. (and Western), Silverton, OR  (SJW)",3375
1409 WISCONSIN,3370
"1110 BEARDSLEY STREET, SAN DIEGO, CA 92112",3346
Dolly Sods Wilderness,3331
Court and Farrish Streets,3327
"CHIWAUKEE PRAIRIE, 11838 FIRST COURT",3323
"1155 REDWOOD AVE., EL CAJON",3313
"150 SOUTH WINOOSKI AVENUE, Burlington, Vermont",3308
Golf and Haley,3306
CRATER LAKE NATIONAL PARK,3291
Okefenokee NWR,3273
572 Pataha St,3252
"ASH MOUNTIAN, SEQUOIA NATIONAL PARK",3246
EVERGLADES NP,3244
"5509 Highway 53 South, Eau Claire",3242
3550 MORMON COULEE RD,3233
2 miles south of Ouray and south of the White and Green River confluence,3232
Upper Buffalo Wilderness,3229
Florence Dept of Forestry (FDF) 2660 Kingwood St,3220
3104 E AUGUSTA AVE,3203
NORTHWEST NAZARINE COLLEGE (NNC),3200
GRANT-ASHTON ROADS PHILA NE AIRPORT,3195
"2001 Leonard Ave., Albany, Georgia, 31705",3192
"11675 44th Ave S, Tukwila, WA 98178",3184
GREAT BASIN NATIONAL PARK,3180
330 3rd Ave NE,3178
1355 NORTH 200 WEST PROVO UT,3176
980 CRESTWOOD BLVD NORTH,3168
1550 W College Ave,3166
WHALEY PK 3610 IOWA (FLINT),3164
