local_site_name,count
FARGO NW,6271
Clinton,6222
TONAWANDA,6220
Fresno-Drummond,6207
Piney Run,6190
Tucker-Idlewood Road,6189
Boulder,6168
STATION NEAR INTERSECTION OF WHITEROCK CANYON RD & QURAY CANAL,6167
Bishop Tribe EMO,6164
BLUE HILL OBSERVATORY,6137
BOTANICAL GARDEN,6119
GR-Monroe,6115
Lone Pine Paiute-Shoshone Reservation,6094
BISMARCK RESIDENTIAL,6040
Daniel South,6025
Criscuolo Park-New Haven,5997
"DAVENPORT, JEFFERSON SCH.",5953
Mohawk Mt-Cornwall,5936
"BUFFALO, LW MINING",5936
VIKING LAKE STATE PARK,5923
LAKE SUGEMA STATE PARK II,5920
RACINE,5876
"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",5876
QUEENS COLLEGE 2,5867
MILLBROOK,5861
ALCOA P2,5795
Fort Independence Indian Community,5793
NAUGHTON POWER PLANT PM10 SITE .25 MILE EAST OF POWER PLANT,5775
Wamsutter,5768
BEULAH NORTH,5758
Park Place,5755
Tracy-Airport,5745
AMAX EAGLE BUTTE SITE EB-5 SOUTHEAST OF MINING ACTIVITY,5696
WORCESTER AIRPORT,5685
SITE IV IS LOCATED APPROX 2 2/3 MILES SOUTH OF NAUGHTON POWER PLANT,5679
Bountiful Viewmont,5618
Bakersfield-Golden/M St,5512
BOSTON LONG ISLAND,5466
Augusta,5416
South Pass,5401
Columbus-Crime Lab,5391
State of Vermont District Court Parking Lot,5330
Public Health,5301
"CLINTON, RAINBOW PARK",5280
APPLETON AVE,5262
Corcoran-Patterson,5247
Hanford-Irwin,5241
Arvin-Bear Mtn,5181
HU-Beltsville,5148
NARM Meteorological Station,5114
Antelope Mine Meteorological Station,5108
Kearny Mesa,5104
Skyview,5068
FRESHKILLS WEST,5065
Gallia Pike North,5060
ROCHESTER 2,5057
Bakersfield-California,5051
SITE LOCATED OFF PARKING LOT 2.,5041
Murphy Ridge,4986
Visalia-Church,4984
"WAUKESHA, CARROLL COLLEGE",4962
MILWAUKEE - SER DNR HDQRS,4961
Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,4946
Coal Creek Mine Meteorological Station,4937
Westvaco #002,4932
Southwick,4896
Jim Bridger Meteorological Station,4873
Wyoming Refining,4867
UXBRIDGE,4849
GRAYSON LAKE,4841
Modesto-14th Street,4839
Caballo Mine Meteorological Station,4827
Rubidoux,4818
Roseville-N Sunrise Ave,4818
PERCH RIVER,4813
Pico Rivera #2,4807
Dayville,4782
Colusa-Sunrise Blvd,4780
JARDINE WATER PLANT,4760
PROCTOR MAPLE RESEARCH CTR,4757
Rawhide Meteorological Site,4748
Sandpoint,4728
Sacramento-1309 T Street,4727
Pinehurst,4725
Mira Loma (Van Buren),4712
Morse Airport - State of Vermont Property,4706
Palm Springs,4696
Chico-Manzanita Ave.,4696
Grangeville,4663
MILLER STATE PARK,4660
PFIZER LAB SITE,4624
Calexico-Ethel Street,4605
Perris,4585
Santa Clarita,4570
DEL NORTE HIGH SCHOOL,4563
"3425 N FIRST ST, FRESNO",4534
LA GRANDE ASH STREET,4488
Compton,4482
DUNN CENTER,4453
Indpls- Washington Park/  in parking lot next to police station,4449
Indio,4439
Nederland High School,4409
ZAMPIERI STATE OFFICE BUILDING,4399
CHEEKA PEAK,4387
Juel Spring,4382
Rockville,4344
South Carroll,4341
Santa Maria,4322
Fair Hill Natural Resource Management Area,4321
Millington,4309
City of Burlington Parking Lot,4272
Lewiston,4263
Porterville,4261
SEATTLE - BEACON HILL,4248
TRONOX GRANGER SITE #7,4237
Moxa Arch,4236
PG Equestrian Center,4235
"Rangely, Golf Course",4227
LaPlace,4212
Los Angeles-North Main Street,4203
Baker LSP,4197
Bend Deschutes County Road Department (BRD),4195
Hagerstown,4187
SITE IS LOCATED AT THE CHIPITA PARK ELECTRICAL SUBSTATION.,4165
Edgewood,4154
PAUL SMITHS,4131
Jerome Mack-NCore,4120
Madera-City,4109
"IOWA CITY, HOOVER SCH.",4096
Water Tower,4096
4102 Woolworth Ave. on Healthcenter Warehouse,4075
"CLINTON, CHANCY PARK",4074
Yuba City,4073
SITE IS IN A FIELD WEST OF THE NIXON POWER PLANT,4065
Hawthorne,4059
Taft NCore,4057
Mojave,4041
Preble NCore,4024
Coeur d'Alene - Lancaster Rd.,4023
Cheyenne NCore,4018
Big Piney Site #3,4010
WHALEY PK 3610 IOWA (FLINT),4005
MOOSEHILL SCHOOL,4004
Aldino,4002
Belding,3995
Ladue,3990
GR-MONROE,3986
Meridian - St. Luke's,3983
OPEN FIELD NEAR RESIDENTIAL AREA AT 6000 PULPIT ROCK DRIVE.,3969
Thunder Basin,3951
Basin,3946
"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",3944
Pocatello - Garrett and Gould,3930
Sinclair Refinery Meteorological Station,3928
FULTON,3922
Lawrenceville,3918
GRAFTON STATE PARK,3917
Burns - Washington Park (BWS),3912
Azusa,3896
Grand Teton NP - Science School,3864
Muscatine HS - East Campus School Trailer,3861
inactive military resv 680 hudson rd sudbury ma 2 mi on left,3858
South Broadway,3855
Prineville - Davidson Park,3828
Padonia,3827
Branch Street,3826
HANNOVER,3815
Rockland County,3796
VALLEY CENTRAL HIGH SCHOOL,3752
Arnold West,3717
Horn Point,3678
HORICON WILDLIFE AREA,3676
Liberty,3651
Huron,3649
Lee Vining,3644
STATION LOCATED NEAR INTERSECTION OF 6000 SO & 10000 WEST,3619
Haystack Upwind,3610
Kearny Villa Rd.,3604
Turlock,3599
DYKEN POND,3579
LEROY WOOD SCHOOL,3573
Tranquillity,3547
Richard Gebaur-South,3542
SCHOOLCRAFT COLLEGE,3499
Memphis NCORE site,3471
El Dorado Springs,3467
Ciner Met Station,3461
MathScience Innovation Center,3456
Bakersfield-Muni,3454
Union Cross,3424
"PUEBLO OF JEMEZ TRIBAL TRUST LANDS, DEPARTMENT OF RESOURCE PROTEC-",3408
Long Beach (South),3406
Hiawatha,3394
Forest Park,3364
___________NO INFORMATION AT THIS TIME,3359
PARKING LOT OF FIRE STATION NUMBER 10 AT 3730 MEADOWLAND BLVD.,3326
BAD RIVER TRIBAL SCHOOL - ODANAH,3301
Manteca,3287
Seney,3256
North Birmingham,3243
Troost,3228
Casper Gaseous,3225
JAMESTOWN,3210
CAMDEN LAB,3200
School Creek Meteorological Station,3198
"Blue Ridge, I-70",3192
Moscow,3178
FAIRHAVEN2,3157
Newark Firehouse,3147
Twenty Nine Palms-Adobe,3139
OtisvilleLAKEVILLE MIDDLE SCHOOL,3128
VON HILLERN ST,3096
Port Huron,3082
Fortification Creek (WARMS site),3066
"STATION 48-B, MONITORING SHELTER AND MET TOWER LOCATED IN FIELD AT",3064
Wadsworth Air  and Meteorological Monitoring Site,3057
Columbia,3045
Lebec,3042
(Southwest side),3013
(Northeast corner),3003
Santa Barbara,3003
LOCATED IN BACK YARD APPROX 50 FEET FROM HOUSE,2996
ARMY RESERVE CENTER ROOF- CORE MONITORING SITE,2920
Howard County Near Road,2915
Greenfield 16 Barr Ave,2874
Weitchpec E-BAM,2849
MINE CREEK,2832
RIVERHEAD,2817
Solvay Meteorological Station,2790
Battlement Mesa,2764
NEWBURYPORT HARBOR ST PARKING LOT,2734
Mechanicsburg- Shenandoah HS/ behind the football field,2712
McAuliffe Park,2688
"10 METER TOWER, AT NW CORNER, U OF I RESEARCH CENTER",2681
Huntley Place-Hartford,2679
Monastery,2637
"DAVENPORT, BH FOUNDRY",2629
CAMDEN,2616
State St-New Haven,2613
Arkadelphia/Near Road,2603
Andersen Windows South,2585
Converse County Long-Term,2544
San Luis Obispo,2537
Hillcrest High School,2525
Williston,2521
PECK,2507
JFK,2505
Echo Summit,2501
NORTH OF EASTERDAY AVE LK SUPERIOR STATE UNIV,2462
COM ED TRAINING CENTER,2453
Near Road,2451
Klamath Glen E-BAM,2427
Eliza Downwind,2372
Baltimore County Near Road,2352
OPEN FIELD/RESIDENTIAL AREA BY DESCHUTES RIVER. CITY PUMP STATION.,2343
"Valley Site, Labadie",2332
Hayes School,2314
10 METER TOWER EAST OF HAYDEN ON RATHDRUM PRARIE.,2298
Burbank,2269
San Luis Obispo-Marsh St.,2226
GLEN BURNIE,2202
"Shenandoah National Park, Big Meadows",2197
Fresno-Foundry,2192
Salmon - Charles St.,2192
White Mountain Research Center - Owens Valley Lab,2188
Ontario-Route 60 Near Road,2161
WICHITA HD,2151
LATOURETTE GOLF COURSE,2098
St. Marks Wildlife Refuge,2085
Long Beach (North),2083
Charlestown CAAP,2047
PCI MET1,2045
OCI #4,2009
ECHOLS,1950
"Mammoth Cave National Park, Houchin Meadow",1913
Farson Met,1905
CEDAR BLUFF,1904
LAX Hastings,1904
HAZARD,1853
Ontario Near Road (Etiwanda),1829
ATHENS OU,1826
 Davidsonville,1810
SOUTH ROAD BRENTWOOD,1807
Fort Lee Near Road,1801
South Lake Tahoe-Sandy Way,1794
Jean,1792
Joe Neal,1790
South Bend-Shields Dr.,1781
Western Conn State Univ,1776
JD Smith,1768
Palo Verde,1767
El Cajon - Lexington Elementary School,1758
CAMP LOGAN TRAILER,1750
IS 52,1748
NCORE,1719
Walker River Paiute Tribe Air Quality Site,1718
Paul Meyer,1694
MILWAUKEE UWM-NORTH,1663
Opal Met Station,1661
Ft. Wayne- Beacon St.,1646
TATA MET,1644
HERITAGE PARK,1642
Atlantic Rim Meteorological Station,1641
LIVONIA-NR,1638
Anadarko Spotted Horse Met Station,1624
Indpls.- I 70,1604
SITE LOCATED IN BORDERLAND STATE PARK.,1603
Stn.1 Big Pine Paiute site,1591
"Rider Trail, I-70",1551
"VACANT LOT SURROUNDED BY RESIDENCES, NEAR HIGH SCHOOL",1533
Ridgecrest-Ward,1516
ROCKY FLATS-N,1508
"MASON CITY, HOLCIM",1490
West Los Angeles,1461
Phelan-Beekley Road & Phelan Road,1451
MSU,1441
La Grande Hall and N St. (LHN),1431
Lake Ilo,1427
CVH,1421
Dave Johnston Air Quality Station,1417
CTCLUSI Radar Hill - OR,1394
THOMASTON WPCF,1392
Jonah,1390
WAVERLY AIRPORT SITE,1384
Rawhide North Site,1374
Hilight-Reno Junction Gas Plant,1370
Bayonne,1366
"Paonia, Colorado",1366
Camden Spruce Street,1365
BY CELLULAR TOWER TOP OF HILL,1361
Flemington,1336
FILLEY STREET,1326
Boulder City,1325
ON GROUNDS OF GRANTS PASS SEWAGE TREATMENT PLANT NEAR ROGUE RIVER.,1295
Leavenworth,1294
UTE 1,1294
Tallgrass Energy Partners - Met Tower,1280
Elk Springs,1249
USFS COMPOUND ON EAST EDGE OF TOWN,1245
Herriman #3,1238
Copper View,1230
Lancaster-Ponderosa St.,1205
SITE LOCATED IN RESTROOM EQUIPMENT ROOM OF STATE PARK,1192
Savannah-E. President,1185
Roosevelt,1184
Elizabeth Lab,1182
Vernal #4,1166
SOUTH VALLEY,1160
 Sherwood  -  Lasich and Roy Rogers (SLR),1131
LAY PEAK,1127
CANNONS LANE,1124
Spiritwood Energy Station,1096
Nederland 17th Street,1092
Victorville-Amargosa Road,1084
Green Valley,1075
"Fairplay, Colorado",1057
WEST SIDE OF PLANT PROPERTY,1035
Wyoming Range,1035
Dallas Hinton,1027
Houston Deer Park #2,1002
1 Site (Met Station and Hi-Vols BA1 and BA1-B),970
Ridgecrest-California Ave,937
BAYSIDE,935
Converse County - Mobile #2,933
Sunrise Acres,928
Olancha-Well 404,915
"PIERCE RD, SOUTH 250 FT., 2 LANE PAVED",912
SITE IS LOCATED JUST NORTH OF THE NIXON POWER PLANT.,908
UTE 3,893
Walter Johnson,867
NORTH VALLEY,820
UPTOWN ZUNI PARK,819
North Pole Fire Station #3,800
Sinclair-Mobile #2,799
W1-SAND DRAW-01,793
LAT/LONG POINT IS OF SAMPLING INLET.................................,775
MICMAC HEALTH DEPARTMENT,731
Bakersfield-Westwind,730
JLG SUPERSITE,703
FRESHKILLS EAST,701
GRAND JUNCTION - PITKIN,685
"375 WILSON, ALPENA CO.",663
Coloma,658
WESTSIDE TAYLOR RANCH,636
Laramie County Mobile,628
Fresno - Garland,605
Utah Technical Center,595
UNDEVELOPED HILL CREST NEAR AMP-OHIO'S ASH LANDFILL,582
Spanish Fork,580
NORTH EAST OF BASIN F COLOCATED WITH MET 4,578
Lindon,575
Erda,575
Lake Park,575
Harrisville,573
"SUNSET PARK LOCATION, BETWEEN CITY CENTER AND POTLACH CORP.,",567
CARUS TRAILER/SPANGLER RD,566
James Town Mobile,553
22ND & CRAYCROFT,547
Sacramento-Del Paso Manor,534
ROSE PARK,532
Riverton Mobile,500
Tata Gaseous,494
Incline,490
Newcastle Mobile,475
SB25 trailer at Hollenbeck School,453
Santa Barbara-W. Carrillo St.,451
Gillette Mobile,434
Jackson Mobile,432
Pavillion,430
Casper Mobile,421
Cody Mobile,417
Lovell Mobile,412
"MET SITE FOR A BACKGROUND MERCURY SITE, TOWER LOCATED IN OPEN FIELD",409
Rock Springs - Mobile #1,395
GT Craig NCore,395
"Vogelaar Park, Glenwood Springs",393
NW OF BORDER HWY IN ASCARATE PARK,390
ANADARKO PM2.5,387
MANITOWOC - WDLND DUNES,385
Sheridan Mobile,384
BEAVER ISLAND STATE PARK,377
Jefferson County Airport,376
Cheyenne Mobile,372
Laramie Mobile,365
Torrington Mobile,365
Red Leaf Met,365
San Jose - Jackson,365
SEATTLE - DUWAMISH,365
TACOMA - L STREET,364
Rutgers University,364
Lucerne Valley-Middle School,364
SHORT CREEK,363
Graymont Indian creek 50-m Met Station,362
Reno3,357
Beaver Creek Air Quality Station,335
MILWAUKEE - UWM UPARK,276
Colloocated with monitoring next to Peger Rd used in UAF study,261
Laramie I-80 Mobile,219
CAP SITE,218
MUSCATINE HS - East Campus School Roof,214
Rancho & Teddy,213
SOUTH EAST HEIGHTS,183
UPTOWN SAN PEDRO,183
WESTSIDE CORRALES,181
East Orange,181
Kemmerer Mobile,172
Dinosaur NM - West Entrance Housing,165
Winterwood,139
GILSON ROAD,120
Taft NCore PAMS,90
Inland Port,90
Trona-Athol,84
Blue Lake Rancheria,41
LOCATED 550 FT NORTH OF US10,31
Santa Maria-500 S. Broadway,30
Anoka County Airport,29
Signal Hill (LBSH),23
Peach Springs,7
Olancha-661 Fall Road,1
ITEP Flagstaff,1
