local_site_name,count
Solvay Meteorological Station,8226
RPL- Substation,8219
South Lake Tahoe-Sandy Way,8205
Escondido,8189
Ascarate Park SE,8189
DUDLEY SQUARE ROXBURY,8161
Austin Webberville Rd,8065
Atascadero (original site),8049
MT NINHAM,8035
Cheyenne NCore,8032
Aldino,8004
Salinas 3,7997
Hamshire,7984
Allen Park,7961
Elk Grove-Bruceville,7951
Granbury,7935
Skyline Park,7932
Tyler Airport Relocated,7929
Cleburne Airport,7926
Mammoth,7919
Laredo Bridge,7918
MANITOWOC - WDLND DUNES,7912
"TOWNER ST, SOUTH; 2 LANE RESIDENIAL - HOSPITAL",7904
Eagle Mountain Lake,7893
Parker County,7882
NORTH BEND - NORTH BEND WAY,7878
Grapevine Fairway,7877
Socorro Hueco,7865
Piru - Pacific,7858
Rockwall Heath,7858
Victorville-Park Avenue,7850
Otay Mesa,7843
Ft. Wayne- Beacon St.,7814
Garinger High School,7812
PROPERTY OWNED BY DEARBORN PUBLIC SCHOOLS,7777
Medford MET STATION IS BY ROSSANLY DRIVE AND ROSS LANE (MTV),7760
East 7 Mile,7730
Buffalo,7704
Mono Shore,7695
Kaufman,7671
Olancha,7662
TRNP-NU,7658
Corcoran-Patterson,7652
El Cajon,7642
LOCATED ON FOREST SERVICE LAND NE CORNER OF T147N R104W SEC 7,7638
Michigan City- W. Michigan Blvd./  NIPSCO Gas Station,7634
Rider University,7631
AURARIA - MET STATION,7602
PSI/Duke Energy- Gallagher Network/ Bald Knob,7555
Pride,7540
SAUVIE ISLAND-SIS,7540
ELMIRA,7530
Mechanicsburg- Shenandoah HS/ behind the football field,7522
"Mount Rainier National Park, Tahoma Woods",7519
OWENSBORO PRIMARY,7513
SUSAN WAGNER HS,7511
JLG SUPERSITE,7484
Seabrook Friendship Park,7467
SUPERIOR - STP,7463
Karnack,7438
Mission Viejo,7411
Conroe Relocated,7406
DUNKIRK,7389
Arlington Municipal Airport,7349
Visalia-Airport,7349
CAMP GEORGETOWN,7344
NEWPORT PARK,7323
Pendleton - McKay Creek,7304
Bayou Plaquemine,7303
Dam Landfill,7296
SCHENECTADY,7293
Sequoia & Kings Canyon NPs - Ash Mountain,7283
Manvel Croix Park,7279
Smith Point Hawkins Camp,7279
Burbank,7277
UTM COORDINATES TAKEN FROM MET TOWER LOCATION,7261
SE OF EL CID & PARQUE INDUSTRIAL INTERSECTION,7249
Odessa Gonzales,7210
Mojave,7209
"Yorkville, King Farm",7206
Anaheim,7199
Blgs Lockwood Park,7185
El Paso Sun Metro,7182
Lancaster-Division Street,7174
BLAQTC - LAUREL,7168
Blair Street,7146
Petrified Forest NP - South Entrance,7141
Paradise - Airport,7124
NORTH-NORTHWEST OF PLANT,7118
Convention Center,7072
LAKE DUBAY,7065
North East Airport (NEA),7064
Dona Park,7057
Big Piney Site #3,7051
ROCKY FLATS - SE,7040
DUNN CENTER,7029
Santa Clarita,7013
LOUDONVILLE,7000
Las Flores Canyon Odor,6966
Southwestern H.S.,6965
BLAQTC-BRICKYARD LANE,6926
Fort Mountain,6921
Long Beach (North),6920
TAHLEQUAH SHELTER,6898
Kearny Mesa,6887
Mohawk Mt-Cornwall,6884
Haystack Upwind,6871
MILWAUKEE - SER DNR HDQRS,6867
ASHLAND PRIMARY (FIVCO),6853
GREEN VALLEY  -REPLACES SITE 0007 245 W ESPERANZA,6849
ROSE ELEMENTARY,6848
Houston Kirkpatrick,6840
GRAFTON,6838
COACHLINE,6837
Santa Ynez,6837
Spring Creek # 1 - North of Office,6821
National Seashore,6805
NIAGARA FALLS,6797
Greenville,6784
LOSTWOOD NWR,6780
Port Neches Avenue L,6772
Hiawatha,6770
RACINE,6762
River Rouge,6752
AMHERST,6748
La Casa,6708
416 S. State St. Hwy 1- West Union,6687
GRAND JUNCTION - PITKIN,6684
Flora-Flora Airport,6679
SE OF HAAN & PLEASONTON STREETS INTERSECTION,6673
Zion NP - Dalton's Wash,6664
Calexico-Ethel Street,6658
Chatfield State Park,6650
Lake Jackson,6646
HAZARD,6594
BUFFALO,6528
GRANTS PASS PARKSIDE SCHOOL,6521
Dry Fork Site DF-1 Meteorological Station,6520
Piney Run,6502
BOSTON KENMORE SQ,6491
CAMP LOGAN TRAILER,6473
PG Equestrian Center,6454
"ADA COUNTY FAIRGROUNDS, ACROSS INTERSECTION OF ALWORTH AND LORIMAR",6442
DENVER - CARRIAGE,6438
Groves,6390
Santa Maria,6387
CONSENTINO SCHOOL.,6378
Chico-Manzanita Ave.,6368
Lynchburg Ferry,6326
CHEROKEE HEIGHTS,6324
WAUKESHA - CLEVELAND AVE,6305
Wind Cave NP - Visitor Center,6289
Brownstown- 225 W & 200 N. Water facility,6282
NEWKIRK IMPROVE,6262
Casper Gaseous,6236
BOTANICAL GARDEN,6232
Cordero Rojo Met. Station,6226
TONAWANDA,6201
LAKE GENEVA,6198
Bishop Tribe EMO,6195
WASHAKIE,6190
El Dorado Springs,6186
Hawaii Volcanoes NP - The Observatory,6179
Troost,6149
Lone Pine Paiute-Shoshone Reservation,6134
 Davidsonville,6108
BLUE HILL OBSERVATORY,6105
Roosevelt School-Bridgeport,6092
SPOKANE - FERRY ST,6070
Tucker-Idlewood Road,6066
"3425 N FIRST ST, FRESNO",6055
BISMARCK RESIDENTIAL,6037
ENUMCLAW - MUD MTN (Army Corp of Engineers site),6036
OCI #4,6027
Fresno-Drummond,6005
"COBACH, CALLE GUADALAJARA JUST SOUTH OF AVENIDA REVOLUCION, MEXICALI",5997
EAST BEND,5981
HU-Beltsville,5976
UTE 3,5973
Jefferson County Airport,5967
West Alton,5947
UTE 1,5935
"BUFFALO, LW MINING",5927
Coso Junction,5913
VIKING LAKE STATE PARK,5912
Criscuolo Park-New Haven,5911
Arvin-Bear Mtn,5887
Eagle Pass,5884
"JENISON ST ABOUT 70 FT WEST, 2 LANE RESIDENTIAL",5873
"DAVENPORT, JEFFERSON SCH.",5870
QUEENS COLLEGE 2,5867
"EMMETSBURG, IOWA LAKES COMMUNITY COLL.",5854
OtisvilleLAKEVILLE MIDDLE SCHOOL,5836
Corpus Christi Hillcrest,5832
WHALEY PK 3610 IOWA (FLINT),5831
NORTHBROOK WATER PLANT,5831
CARPENTER,5822
Coloma PAW PAW WWTP,5819
GR-MONROE,5815
Park Place,5810
LAKE SUGEMA STATE PARK II,5809
APPROXIMATELY 1/4 MILE SOUTH OF 14 MILE RD - EVANS,5809
Austin Northwest,5807
"Cassopolis ROSS BEATTY HIGH SCHOOL, 22721 DIAMOND COVE ST.",5801
ON HILL NEAR PARK OFFICE AND MAINTENANCE SHOP,5794
CROSS STREETS CAL DEL TECNOLOGICO & CHAPULTEPEC,5791
MUSKEGON,5770
Tracy-Airport,5757
SITE SBIII LOCATED 2 MILES NORTHWEST OF NAUGHTON POWER PLANT,5747
El Centro-9th Street,5738
SCOTTVILLE - LOCATED 550 FT NORTH OF US10,5722
Pilot Point,5718
AMAX EAGLE BUTTE SITE EB-5 SOUTHEAST OF MINING ACTIVITY,5712
CCRI Liston Campus ROOFTOP,5703
SITE IS IN A FIELD WEST OF THE NIXON POWER PLANT,5693
Bountiful Viewmont,5688
South Bend-Shields Dr.,5685
SITE IV IS LOCATED APPROX 2 2/3 MILES SOUTH OF NAUGHTON POWER PLANT,5683
Austin North Hills Drive,5651
Black Thunder Site 12,5650
Fort Independence Indian Community,5643
Niland-English Road,5641
Pinehurst,5636
San Antonio Seale,5633
Sandpoint,5626
APPLETON AVE,5591
Grangeville,5591
Milby Park,5575
City Service Center / PA,5572
1 Site (Met Station and Hi-Vols BA1 and BA1-B),5560
"Seney SENEY NAT'L WILDLIFE REFUGE, HCR2, BOX 1",5558
ROCHESTER 2,5543
Santa Barbara,5479
SE OF OLD HUECO TANKS & NORTH LOOP INTERSECTION,5478
Black Butte Office Met Station,5464
BOSTON LONG ISLAND,5457
5 METERS FROM JOHNSON LANE & 300 METERS SOUTH OF OLD HARDIN ROAD,5429
Columbus-Crime Lab,5415
Red Hills,5401
Augusta,5385
Shore Acres,5374
QUAPAW SHELTER,5362
400 METERS S OF INTERSTATE 94 & 800 METERS N OF INTERSTATE 90,5362
NCORE,5332
Davenport,5305
Galveston 99th Street,5303
Public Health,5299
Campbell County,5297
State of Vermont District Court Parking Lot,5290
Texas City Ball Park,5287
Galena Park,5283
Pico Rivera #2,5281
Italy,5264
Carrizo Plains,5242
Pontiac,5241
Santa Rosa Rancheria,5225
WEST OF 15TH AVE. N & NORTH LOGAN INTERSECTION,5218
Great Smoky Mountains NP - Clingman's Dome,5201
King City 2,5201
Rochester Hills,5200
TRAILER ON CAMPUS OF INDUSTRIAL TECH HIGH SCHOOL,5193
Shell Cut,5175
ON STATE SCHOOL #44,5173
"CLINTON, RAINBOW PARK",5168
Bridger Coal JB-2 Meteorological Station,5159
Waco Mazanec,5154
SE OF TOMAS FERNANDEZ & AVENIDA DE LA INDUSTRIA INTERSECTION,5150
Indpls.- E. 16th St.,5130
Southwick,5127
State St-New Haven,5121
Black Hills Power Site 4,5119
Arnold West,5118
"Rider Trail, I-70",5114
Wyoming Refining,5110
WEST MET SITE,5105
El Paso Lower Valley,5105
NARM Meteorological Station,5096
Converse County Long-Term,5088
Lizard Tail,5085
Bill Stanley,5081
NORTH OF JOY RD./WEST OF SPINOZA/NEAR DETROIT POLICE HORSE STABLES,5079
PARR,5078
Skyview,5077
Portage- Hwy 12,5077
Black Thunder Admin Met Station,5076
"SW 1/4, NE 1/4, SEC 10, T9S, R40E",5072
CHEEKA PEAK,5067
Gallia Pike North,5057
JFK,5055
Near Road,5049
White Mountain Research Center - Owens Valley Lab,5038
Lee Vining,5035
MADISON EAST,5029
SITE 20/30 CLUB SPECIAL PURPOSE MONITORING NETWORK,5019
Simis Ranch,4985
SOUTH BEND CAAP,4983
Charlestown State Park- 1051.8 meters East of SR 62/ Indiana armory,4979
Palisade-Water Treatment,4970
Sherwood Island Connector (see coordinates),4965
Isla Blanca State Park Road,4953
NORTH OF CAMPBELL & FRANKLIN INTERSECTION,4952
Palo Alto,4945
Coal Creek Mine Meteorological Station,4937
La Porte Airport C243,4932
Westvaco #002,4932
Lake Elsinore,4897
Flint Hills Refinery 423,4895
Crestline,4894
Indio,4883
Bakersfield-Golden/M St,4865
UXBRIDGE,4849
Dayville,4845
Caballo Mine Meteorological Station,4832
Fort Griswold Park,4822
VANCOUVER - BLAIRMONT DR,4814
"WAUKESHA, CARROLL COLLEGE",4803
Willows-Colusa Street,4803
BROADUS,4799
Dinosaur NM - West Entrance Housing,4795
Sacramento Health Department-Stockton Blvd.,4795
POTAWATOMI,4784
Birney - Tongue river,4781
Fontana,4766
PROCTOR MAPLE RESEARCH CTR,4755
Anadarko Spotted Horse Met Station,4749
Rawhide Meteorological Site,4748
JARDINE WATER PLANT,4742
Evans,4741
Coso Gate,4740
ROCKY FLATS -NE (X-2),4739
Aurora East,4735
Perris,4726
SITE LOCATED OFF PARKING LOT 2.,4716
HOUSTON WHARTON,4706
Morse Airport - State of Vermont Property,4706
Jerseydale,4702
Palm Springs,4695
BURBANK - MAPLE ST,4659
"Valley Site, Labadie",4652
Killeen Skylark Field,4647
Mira Loma (Van Buren),4647
MILLBROOK,4644
Flint Hills Refinery 420,4643
"AT THE INSTITUTO TECNOLOGICO DE MEXICALI, MEXICALI, BCN",4640
Pinedale Gaseous,4635
Westmorland,4629
Watsonville Airport,4625
DRAGSWOLF,4625
Corsicana Airport,4607
Lamar - Port of Entry,4594
Lewiston,4586
CHASE (COVINGTON),4585
TOPPENISH - WARD RD (YAKAMA TRIBE),4575
MILLER STATE PARK,4565
Coloma,4542
FIA/Lafayette,4527
Rockville,4525
Compton,4519
GR-Monroe,4508
Richard Gebaur-South,4506
FORMERLY 5962 SOUTH LINDBERGH.,4503
Pete Lien Downwind PM10,4500
STOCKER STADIUM,4498
POINT REYES IMPROV SITE.,4496
San Luis Obispo,4495
LA GRANDE ASH STREET,4488
Tuscan Butte (seasonal),4478
EAST END OF PEDRO MORENO SCHOOL IN ROSARITO,4464
Indpls- Washington Park/  in parking lot next to police station,4462
Cool,4433
TRONOX GRANGER SITE #7,4421
HOUSTON REGIONAL OFFICE,4418
MILWAUKEE - SIXTEENTH ST. HEALTH CENTER,4417
Bend Deschutes County Road Department (BRD),4415
Atlantic Rim Meteorological Station,4413
NORTH OF TOWER RD. & WATERWORKS RD. INTERSECTION,4409
San Jose - Jackson,4408
ZAMPIERI STATE OFFICE BUILDING,4399
HORICON WILDLIFE AREA,4395
Coeur d'Alene - Lancaster Rd.,4393
Glendora,4369
TELL CITY WAUPACA FOUNDRY DOWNWIND SITE,4364
BLACK HAWK ELEMENTARY SCHOOL GROUNDS,4362
Nederland 17th Street,4352
Edinburg,4348
GT Craig NCore,4345
South Carroll,4343
Natural Bridge Ranger Station,4341
Alsup Elementry School - Commerce City,4320
CANNONS LANE,4316
"Rangely, Golf Course",4314
Joshua Tree NP - Pinto Wells,4304
Basin,4299
"Rush Island, Johnson Tall Tower",4292
Hagerstown,4279
City of Burlington Parking Lot,4272
420 E. LAUREL ST.,4266
LOCATED NEAR VISITORS CENTER,4257
EASTERN BANK OF MONUMENT CREEK DRAINAGE ON COLORADO COLLEGE CAMPUS.,4251
SPOKANE - MONROE ST,4233
Dirty Socks,4230
Belding,4225
WEST OF HIGHWAY 85/87 ON THE PINELLO RANCH PROPERTY.,4206
Opal Met Station,4203
SPOKANE - AUGUSTA AVE,4201
Baker LSP,4197
LaPlace,4186
SITE IS LOCATED AT THE CHIPITA PARK ELECTRICAL SUBSTATION.,4184
SITE IS LOCATED JUST NORTH OF THE NIXON POWER PLANT.,4184
Madera-City,4176
Porterville,4167
TULSA SOUTH,4164
Charlestown CAAP,4161
LAWTON NORTH,4153
White Swan-Yakama Tribe,4152
Jerome Mack-NCore,4137
PARKLANE,4132
"SANDPOINT NAVAL AIR STATION, TRAILER",4128
San Diego - Beardsley Street,4113
Johnson County Luisa,4108
Nipomo Regional Park (NRP),4103
"IOWA CITY, HOOVER SCH.",4096
Omak-Colville Tribe,4094
TOP OF CADILLAC MTN (FENCED ENCLOSURE),4091
OKC NORTH,4087
4102 Woolworth Ave. on Healthcenter Warehouse,4074
6WM West Mesa,4055
Joe Neal,4042
NCORE - Sieben Flats,4038
TULSA EAST,4038
Sunrise Acres,4035
Palo Verde,4033
Jean,4027
Water Tower,4023
Preble NCore,4021
OKC WEST-(YUKON),4019
Lawrenceville,4013
MOOSEHILL SCHOOL,4011
Old Hwy 90,4006
Manteca,4005
Taft NCore,3996
NORTH TULSA - FIRE STATION#24,3995
SHEBOYGAN - KOHLER ANDRAE,3991
Echo Summit,3984
"CLINTON, CHANCY PARK",3978
CHOCTAW,3975
Hanford-Irwin,3973
HOLTSVILLE,3967
Joshua Tree NP - Cottonwood,3953
Burns - Washington Park (BWS),3947
Paul Meyer,3947
MANNFORD,3946
Shenipsit State Forest,3940
AEP Gavin_kyger Lakin site,3938
Sherwood Island Connector,3937
Womble,3931
Yosemite NP-Yosemite Village Vistor Center,3926
"ON S. EDGE OF UNUSED PARKING LOT, S. OF HWY. 72 (18000 W. HWY. 72)",3923
inactive military resv 680 hudson rd sudbury ma 2 mi on left,3921
Van Buren,3920
ROCKY FLATS -W,3917
Grand Teton NP - Science School,3916
PINNACLE STATE PARK,3911
"CORNER OF PASEO MORELOS S/N & CALLE RIO LERMA, TECATE, BC, MEXICO",3900
OWLS HEAD MET,3893
Meridian - St. Luke's,3892
Frisco Eubanks,3891
Prineville - Davidson Park,3889
Pacific,3889
VALLEY CENTRAL HIGH SCHOOL,3880
Muscatine HS - East Campus School Trailer,3878
Kapolei,3872
CARROLL STREET PARK,3870
Pocatello - Garrett and Gould,3860
Spanish Fork,3857
Lamar Municipal Bldg,3856
South Broadway,3855
San Luis Obispo-Marsh St.,3850
Tallgrass Energy Partners - Met Tower,3840
Branch Street,3826
BONNEVILLE POWER ADMINISTRATION ROSS SUBSTATION 54TH ST & HWY 99,3823
Cesar Chavez,3822
Farson Met,3810
GRAFTON STATE PARK,3802
REPLACED SITE 55-131-0007,3777
Green Valley,3776
CarpMet,3776
GALVESTON ISLAND,3776
White Cloud,3771
SD School for the Deaf,3767
Greeley - Weld County Tower,3766
Roosevelt,3728
Northwest,3726
ISWS CLIMATE STATION,3723
SCHOOLCRAFT COLLEGE,3718
PRIMARY PARTICULATE AND METEOROLOGICAL MONITORING SITE,3713
Atlantic Rim Sun Dog,3706
LOCATED ON ROOF TOP OF COUNTY GARAGE. HIGHWAY #2 IS CLOSE TO SITE,3703
Horn Point,3701
CENTER OF PARKING LOT OF PUBLIC WORKS BUILDING 1/4 MI N OF SINCLAIR,3687
USGS Lighthouse,3681
LEBANON AIRPORT ROAD,3653
FIELD OFFICE ON THE GROUNDS OF THE FORMER STATE PRISON,3652
PEMBROKE HIGHWAY DEPARTMENT,3652
Self Storage,3650
"PUEBLO OF JEMEZ TRIBAL TRUST LANDS, DEPARTMENT OF RESOURCE PROTEC-",3649
TRAILER SALES SITE,3648
WATER STREET,3648
PORTSMOUTH - PEIRCE ISLAND,3645
Tranquillity,3629
Aspen Park,3626
DYKEN POND,3613
WEST JORDAN,3605
Kearny Villa Rd.,3600
EAST OF FUQUA RD. & HWY 121 INTERSECTION,3592
MathScience Innovation Center,3583
OPEN FIELD NEAR RESIDENTIAL AREA AT 6000 PULPIT ROCK DRIVE.,3577
LEROY WOOD SCHOOL,3574
PORT OF ENTRY BETWEEN MEXICO AND USA. SCHEDULED TO OPEN 8/96,3568
ALCOA P2,3560
Lakeport-Lakeport Blvd.,3556
MLK  CORNER OF MLK BLVD AND JUSTISON ST,3530
BAD RIVER TRIBAL SCHOOL - ODANAH,3526
Lebec,3500
Yellowstone National Park - Old Faithful Snow Lodge,3486
KENNEWICK - METALINE,3480
Memphis NCORE site,3471
"1270 RANDOLPH, GRAND RAPIDS",3469
Lindon,3466
Ciner Met Station,3461
Bakersfield-Muni,3461
Harlingen Teege,3455
Manchester/Central,3445
"Rocky Mountain School, Carbondale",3441
Turlock,3425
NW OF BORDER HWY IN ASCARATE PARK,3420
AT THE FIRE STATION,3420
Lewistown,3410
Williams Park,3409
Malta,3404
Baytown Garth,3403
CHERRY & GLENN,3390
Arvin-Di Giorgio,3362
Tracy-Holden farm,3350
Larwill- Whitko Career Academy,3347
SYDNEY,3343
SOUTH OF CRAWFORD & POLK INTERSECTION,3338
PARKING LOT OF FIRE STATION NUMBER 10 AT 3730 MEADOWLAND BLVD.,3326
Moscow,3325
BOY'S  CLUB,3297
CAMDEN LAB,3295
FT MEADE LAT/LONG POINT IS OF THE SAMPLING INLET,3283
MAYVILLE,3266
Oceanside-Mission Ave,3264
Linville Falls,3264
HAZEN DRIVE,3256
North Birmingham,3245
LOCATED APPROXIMATELY 1 MILE NORTH OF I-5 AND I-80 FREEWAYS,3244
BOULDER - CU-ATHENS,3238
SW OF BONNARD & WOZENCRAFT INTERSECTION,3211
Wichita Falls,3208
TATA MET,3207
School Creek Meteorological Station,3198
GILSON ROAD,3193
Otisville,3191
Jackson NCORE,3169
JAMESTOWN,3163
FAIRHAVEN2,3157
Wenatchee-Fifth St,3144
LAX Hastings,3129
SW OF PILGRIM & PANDA INTERSECTION,3104
VON HILLERN ST,3096
Houston North Wayside,3078
METEOROLOGICAL SITE,3077
Sacramento-Goldenland Ct.,3076
Temple Georgia,3073
Fortification Creek (WARMS site),3066
LIBERTY ST PARKING LOT,3066
UCSB West Campus,3066
Amarillo 24th Avenue,3061
ANADARKO PM2.5,3054
Columbia,3045
Sparks,3042
Hammonasset State Park,3036
UPWIND SDI,3025
Salem - Turner at Cascade School (CJH),3021
I-25,3017
Twenty Nine Palms-Adobe,3016
North Braddock,3012
South Fayette,3012
Toll,3012
South Reno,3012
Avalon,3010
Candor: EPA CASTNet Site,3005
Jacinto Port,2996
Hayes School,2990
Joanna Bald,2989
(Northeast corner),2980
(Southwest side),2979
Temecula,2969
San Antonio Interstate 35,2968
Battlement Mesa,2961
RHINELANDER TOWER,2957
Long Beach (Hudson),2955
Houston Southwest Freeway,2951
Newark Firehouse,2950
